Protein_ID,Length,Mean_IUPred,Disorder_Fraction,Longest_IDR,Mean_IUPred_N50,Disorder_Fraction_N50,Longest_IDR_N50
tr|Q9W254|Q9W254_DROME,416,0.5730131201923071,0.6009615384615384,141,0.6416749199999999,1.0,50
sp|Q9V969|GR57A_DROME,416,0.019471475961538472,0.0,0,0.005445939999999999,0.0,0
sp|O16868|FUZZY_DROME,416,0.10823324278846164,0.01201923076923077,5,0.10306797999999999,0.0,0
tr|Q9VJ72|Q9VJ72_DROME,416,0.5496856778846153,0.5024038461538461,184,0.8197107399999998,0.96,48
tr|Q9VRZ3|Q9VRZ3_DROME,416,0.17212812259615376,0.014423076923076924,5,0.07189844,0.0,0
tr|M9PDQ9|M9PDQ9_DROME,416,0.15807455528846132,0.01201923076923077,5,0.31655118000000004,0.0,0
tr|Q9VT88|Q9VT88_DROME,416,0.44653198317307674,0.45913461538461536,186,0.82700756,1.0,50
sp|O16797|RL3_DROME,416,0.3263227548076924,0.08173076923076923,8,0.39937588000000007,0.3,6
tr|Q9VQQ5|Q9VQQ5_DROME,416,0.1644393100961538,0.016826923076923076,6,0.15389366,0.0,0
sp|Q24562|U2AF2_DROME,416,0.34906311778846116,0.20192307692307693,43,0.77929214,0.92,43
tr|O76928|O76928_DROME,415,0.15200526506024098,0.004819277108433735,1,0.044612860000000004,0.0,0
tr|Q8SYM9|Q8SYM9_DROME,415,0.6366141060240967,0.7469879518072289,196,0.7765826200000001,1.0,50
tr|Q9VXQ1|Q9VXQ1_DROME,415,0.10482981686746984,0.021686746987951807,7,0.009406379999999999,0.0,0
tr|Q8IRB3|Q8IRB3_DROME,415,0.45968940000000025,0.3421686746987952,27,0.2728321800000001,0.08,1
tr|Q9VSR6|Q9VSR6_DROME,415,0.1393922698795182,0.0,0,0.05061190000000001,0.0,0
sp|Q8MUJ1|EIGER_DROME,415,0.5056068361445785,0.5180722891566265,142,0.32299468000000003,0.16,8
tr|Q9VBS5|Q9VBS5_DROME,415,0.13972705060240953,0.004819277108433735,2,0.2525660999999999,0.04,2
tr|Q9VHX2|Q9VHX2_DROME,415,0.43400922650602414,0.39759036144578314,58,0.13073704,0.0,0
sp|P54366|GSC_DROME,415,0.6667125831325296,0.744578313253012,75,0.7597132799999998,0.88,44
tr|A0A0B4JD40|A0A0B4JD40_DROME,415,0.42726235903614457,0.40481927710843374,54,0.052145599999999986,0.0,0
tr|Q9VGC2|Q9VGC2_DROME,415,0.24043570602409658,0.060240963855421686,8,0.21981404,0.0,0
tr|Q59DY3|Q59DY3_DROME,415,0.1234672481927711,0.016867469879518072,4,0.15932819999999995,0.0,0
tr|Q3HKQ0|Q3HKQ0_DROME,415,0.6172596096385542,0.6457831325301204,261,0.24378928,0.0,0
tr|Q7KSP9|Q7KSP9_DROME,415,0.3561864554216866,0.3253012048192771,39,0.0658417,0.0,0
sp|Q01604|PGK_DROME,415,0.20607072048192757,0.007228915662650603,2,0.11710767999999996,0.0,0
tr|Q8T0S3|Q8T0S3_DROME,415,0.03983505301204819,0.0,0,0.010215880000000002,0.0,0
tr|M9PI06|M9PI06_DROME,414,0.4098618212560384,0.357487922705314,49,0.6096258400000001,0.9,21
tr|Q9W3L4|Q9W3L4_DROME,414,0.12330592995169085,0.026570048309178744,4,0.08695121999999998,0.0,0
tr|Q7K3W4|Q7K3W4_DROME,414,0.2538219661835749,0.06763285024154589,7,0.19063606,0.06,3
tr|Q9VBS3|Q9VBS3_DROME,414,0.17103778985507248,0.03864734299516908,14,0.4016748400000001,0.28,14
tr|Q9VBS4|Q9VBS4_DROME,414,0.1694361425120773,0.05314009661835749,14,0.37965112000000006,0.28,14
tr|Q9VVU1|Q9VVU1_DROME,414,0.19439251932367155,0.00966183574879227,3,0.38989750000000006,0.08,3
tr|Q9V3W9|Q9V3W9_DROME,414,0.5030374830917876,0.4806763285024155,64,0.2919895999999999,0.0,0
tr|Q9VRE2|Q9VRE2_DROME,414,0.16631604347826084,0.028985507246376812,4,0.33671539999999994,0.06,1
sp|P58961|GR47B_DROME,414,0.043332760869565216,0.0,0,0.017093019999999997,0.0,0
tr|Q9VAQ9|Q9VAQ9_DROME,414,0.11786995893719811,0.0024154589371980675,1,0.036555420000000005,0.0,0
tr|Q7JVS8|Q7JVS8_DROME,414,0.07620417632850246,0.028985507246376812,5,0.25183450000000007,0.14,3
sp|Q9W3I5|OR7A_DROME,413,0.05072296852300247,0.0,0,0.16677129999999998,0.0,0
tr|Q9VJL7|Q9VJL7_DROME,413,0.3764085617433413,0.3414043583535109,64,0.08396572000000001,0.0,0
tr|Q9VL27|Q9VL27_DROME,413,0.10158904600484256,0.0,0,0.08619699999999998,0.0,0
sp|O61734|CYCL_DROME,413,0.30221963196125884,0.18159806295399517,35,0.6240234000000001,0.72,35
tr|Q9VXE2|Q9VXE2_DROME,413,0.6140878135593214,0.7699757869249395,145,0.6605748399999999,0.78,39
tr|Q9VKR5|Q9VKR5_DROME,413,0.11958974576271164,0.021791767554479417,9,0.19638281999999996,0.0,0
tr|A0A0B4KEG0|A0A0B4KEG0_DROME,413,0.28027708474576263,0.07263922518159806,6,0.2617245,0.02,1
tr|Q9W2A3|Q9W2A3_DROME,413,0.10125258111380146,0.002421307506053269,1,0.23085899999999998,0.02,1
sp|P91622|PDK_DROME,413,0.19617162711864414,0.03631961259079903,7,0.07937934000000002,0.0,0
tr|Q8IPZ3|Q8IPZ3_DROME,413,0.18191188135593195,0.05811138014527845,24,0.41857881999999996,0.44,22
tr|Q9VY24|Q9VY24_DROME,413,0.18409378450363198,0.0,0,0.2854323999999999,0.0,0
tr|Q9VWW4|Q9VWW4_DROME,413,0.5029791694915257,0.5060532687651331,34,0.3187772799999999,0.22,4
tr|Q9VAR6|Q9VAR6_DROME,413,0.3286465762711859,0.12106537530266344,15,0.30020428000000005,0.22,11
tr|Q9VBT6|Q9VBT6_DROME,413,0.17287237772397096,0.0,0,0.26894086,0.0,0
tr|Q9V405|Q9V405_DROME,413,0.29307085472154915,0.029055690072639227,7,0.2657545599999999,0.0,0
sp|Q9VHQ2|OR85D_DROME,412,0.02969772815533981,0.0024271844660194173,1,0.12089018000000003,0.02,1
tr|Q9VB10|Q9VB10_DROME,412,0.25393479368932037,0.04611650485436893,8,0.26989595999999993,0.0,0
sp|Q8IMN5|GR98D_DROME,412,0.016456563106796128,0.0,0,0.02643112000000001,0.0,0
sp|Q9VXA0|NPRL2_DROME,412,0.14052227912621346,0.0412621359223301,16,0.3638987999999999,0.34,16
tr|Q95TL8|Q95TL8_DROME,412,0.2578301334951457,0.08009708737864078,32,0.10940411999999998,0.0,0
sp|Q9W2B2|GR58C_DROME,412,0.01970879611650487,0.0,0,0.005978039999999998,0.0,0
tr|A1Z759|A1Z759_DROME,412,0.4210150266990291,0.29854368932038833,34,0.49699516000000005,0.6,19
tr|Q9VVJ1|Q9VVJ1_DROME,412,0.11689084951456302,0.024271844660194174,8,0.10383717999999992,0.0,0
tr|Q9W1R0|Q9W1R0_DROME,412,0.14489944417475725,0.0,0,0.12797580000000003,0.0,0
tr|M9PFA9|M9PFA9_DROME,412,0.21156000485436902,0.08009708737864078,17,0.13316542,0.0,0
sp|P81922|OR47B_DROME,412,0.017621900485436888,0.0,0,0.018021780000000005,0.0,0
tr|A0A0B4KEV6|A0A0B4KEV6_DROME,412,0.6246417233009705,0.6504854368932039,223,0.24014628000000005,0.14,4
tr|Q8T4A9|Q8T4A9_DROME,412,0.4035450752427179,0.3106796116504854,107,0.45564218000000006,0.4,9
sp|Q24342|FNG_DROME,412,0.1839402233009714,0.07766990291262135,10,0.13026453999999996,0.0,0
sp|Q9VZV5|CYHR1_DROME,412,0.3310374271844659,0.23058252427184467,79,0.6625240000000001,1.0,50
tr|A1ZBH3|A1ZBH3_DROME,411,0.16306783941605843,0.05596107055961071,18,0.0035654600000000008,0.0,0
tr|Q9VCL7|Q9VCL7_DROME,411,0.18597809975669113,0.058394160583941604,8,0.23369592,0.16,4
sp|Q9W1P7|OR59C_DROME,411,0.0270982603406326,0.0,0,0.018524,0.0,0
tr|Q9VP78|Q9VP78_DROME,411,0.38374064963503646,0.29927007299270075,52,0.20701119999999995,0.0,0
tr|Q9VYY5|Q9VYY5_DROME,411,0.12927750364963495,0.012165450121654502,3,0.40721602000000007,0.1,3
sp|Q8T045|RUMI_DROME,411,0.18846899270072975,0.014598540145985401,2,0.25589864000000007,0.02,1
sp|Q9VVW5|DUSK3_DROME,411,0.2564350510948904,0.09732360097323602,24,0.23329859999999994,0.06,3
tr|Q8IQH8|Q8IQH8_DROME,411,0.1739616934306569,0.0170316301703163,3,0.28672782,0.04,1
tr|Q7JZ37|Q7JZ37_DROME,411,0.31679094890510906,0.10948905109489052,20,0.4905372,0.4,20
tr|Q9VX69|Q9VX69_DROME,411,0.19942079805352805,0.0364963503649635,15,0.10117629999999998,0.0,0
tr|Q9VM76|Q9VM76_DROME,411,0.455135766423358,0.39902676399026765,49,0.47363687999999987,0.34,8
tr|M9PDY1|M9PDY1_DROME,411,0.031859347931873463,0.0,0,0.026242400000000013,0.0,0
tr|Q9VVC0|Q9VVC0_DROME,411,0.45488761557177604,0.3819951338199513,24,0.2335289,0.0,0
tr|Q9VGF9|Q9VGF9_DROME,411,0.38129443309002353,0.36739659367396593,149,0.88038892,1.0,50
tr|Q9VPW2|Q9VPW2_DROME,411,0.19289602919708035,0.0851581508515815,7,0.21047841999999994,0.06,3
sp|Q7KNS3|LIS1_DROME,411,0.23827882968369815,0.0851581508515815,22,0.3641934000000001,0.06,2
tr|Q9W295|Q9W295_DROME,410,0.49426609024390267,0.4170731707317073,78,0.6755979999999998,0.72,32
sp|Q24106|HID_DROME,410,0.7080068878048781,0.8731707317073171,88,0.6795957599999997,0.92,44
tr|Q8INX2|Q8INX2_DROME,410,0.5318073195121947,0.5463414634146342,47,0.6615982400000001,0.84,42
tr|Q9W3N9|Q9W3N9_DROME,410,0.20341200975609747,0.00975609756097561,3,0.22323762,0.0,0
tr|Q9VA30|Q9VA30_DROME,410,0.7315766975609757,0.8926829268292683,264,0.5248581600000002,0.44,17
sp|Q9V3F3|MTTF_DROME,410,0.20464789268292669,0.06341463414634146,10,0.31293426,0.16,8
tr|A0A0B4KH37|A0A0B4KH37_DROME,410,0.6004460560975611,0.6317073170731707,70,0.65423564,0.78,28
tr|Q107I8|Q107I8_DROME,410,0.16638417560975607,0.0,0,0.27565905999999996,0.0,0
tr|Q8SX44|Q8SX44_DROME,410,0.09298899512195123,0.0,0,0.015857079999999996,0.0,0
tr|Q59DZ4|Q59DZ4_DROME,410,0.2839434,0.09268292682926829,25,0.25207132,0.08,2
tr|A0A0B4LF44|A0A0B4LF44_DROME,410,0.5737550439024391,0.5707317073170731,154,0.24352811999999993,0.08,3
sp|Q8INZ1|Y1750_DROME,410,0.03378218292682929,0.0,0,0.09738774000000008,0.0,0
tr|Q9TW27|Q9TW27_DROME,410,0.529255836585366,0.5463414634146342,40,0.4904512400000002,0.46,9
tr|Q9VXS4|Q9VXS4_DROME,410,0.598157065853658,0.6682926829268293,65,0.4984455600000001,0.48,24
sp|P82984|OR65C_DROME,410,0.021252656097560985,0.0,0,0.02857168,0.0,0
sp|P02835|FTZ_DROME,410,0.5560202317073165,0.5951219512195122,49,0.48601698000000004,0.34,5
tr|Q9VW00|Q9VW00_DROME,410,0.26163978780487795,0.07317073170731707,18,0.32036394,0.36,18
tr|Q9VI96|Q9VI96_DROME,410,0.1385456780487805,0.0024390243902439024,1,0.035716719999999993,0.0,0
tr|Q9I7K7|Q9I7K7_DROME,410,0.3230841170731707,0.14878048780487804,24,0.24475679999999994,0.0,0
tr|Q7K4R2|Q7K4R2_DROME,410,0.5664271463414634,0.6195121951219512,184,0.28220245999999993,0.0,0
tr|Q9VQ13|Q9VQ13_DROME,410,0.144482251219512,0.02926829268292683,10,0.19982799999999998,0.04,2
tr|Q9VUU3|Q9VUU3_DROME,410,0.2583335390243902,0.09024390243902439,26,0.13518310000000003,0.0,0
tr|Q9I7J8|Q9I7J8_DROME,409,0.4242057628361859,0.4083129584352078,126,0.25651142,0.08,2
tr|Q9VKT4|Q9VKT4_DROME,409,0.6386753520782396,0.7457212713936431,125,0.7851910400000002,1.0,50
sp|Q9V3Q2|OR35A_DROME,409,0.022466848410757943,0.0,0,0.018599199999999996,0.0,0
tr|Q9VVK9|Q9VVK9_DROME,409,0.1832112885085572,0.05378973105134474,21,0.21360516000000002,0.0,0
sp|Q9VLU5|WWOX_DROME,409,0.216667655256724,0.14425427872860636,29,0.6335002600000001,0.94,29
tr|Q9V3C8|Q9V3C8_DROME,409,0.3919503618581906,0.2616136919315403,34,0.3700204400000002,0.3,15
tr|Q9VFV3|Q9VFV3_DROME,409,0.19381589242053798,0.02444987775061125,3,0.12409849999999999,0.0,0
sp|O46341|A6_DROME,409,0.5258895525672371,0.49877750611246946,130,0.4143869600000001,0.18,3
sp|Q9VWD6|OSGP2_DROME,409,0.21675841809290955,0.017114914425427872,4,0.13457033999999995,0.0,0
sp|Q9W0S3|TI50B_DROME,409,0.228533792176039,0.06845965770171149,18,0.2436889000000001,0.04,2
sp|Q9U6M0|ECSIT_DROME,409,0.3582378875305623,0.20048899755501223,37,0.61717798,0.58,29
tr|Q95R98|Q95R98_DROME,409,0.3059964229828848,0.1466992665036675,42,0.38076062000000005,0.12,3
tr|Q9VK30|Q9VK30_DROME,409,0.02171743031784841,0.0,0,0.029379399999999993,0.0,0
tr|Q9VBS0|Q9VBS0_DROME,409,0.1288391295843519,0.007334963325183374,3,0.20898876000000002,0.06,3
sp|Q9VLA1|B3G2S_DROME,409,0.31607134963325206,0.2176039119804401,46,0.7587974800000002,0.92,46
tr|Q9W2P8|Q9W2P8_DROME,409,0.6432532347188262,0.6381418092909535,161,0.8952896200000002,1.0,50
tr|Q8IR01|Q8IR01_DROME,409,0.319830855745721,0.039119804400977995,6,0.14086088,0.0,0
sp|P56672|OTP_DROME,409,0.6306713178484102,0.6112469437652812,138,0.4844752399999998,0.32,11
tr|Q9VN16|Q9VN16_DROME,409,0.14479301222493876,0.039119804400977995,16,0.00859722,0.0,0
tr|Q9VX08|Q9VX08_DROME,409,0.30237655256723694,0.17114914425427874,29,0.32667466000000006,0.02,1
tr|A8JQV1|A8JQV1_DROME,409,0.29892479217603923,0.1882640586797066,33,0.1377603,0.0,0
tr|Q9VSZ5|Q9VSZ5_DROME,408,0.20927864950980385,0.056372549019607844,11,0.0549877,0.0,0
sp|Q06453|AL_DROME,408,0.6258509558823531,0.6348039215686274,164,0.5119582800000001,0.58,13
tr|Q9VKW1|Q9VKW1_DROME,408,0.1667163308823529,0.058823529411764705,17,0.4445976399999999,0.48,17
sp|Q9VDM1|OR92A_DROME,408,0.026851867647058845,0.0,0,0.07602754,0.0,0
sp|Q8IMN6|GR98C_DROME,408,0.01454413970588234,0.0,0,0.04671938,0.0,0
tr|A1ZBM7|A1ZBM7_DROME,408,0.024887269607843158,0.0,0,0.030022400000000005,0.0,0
tr|Q9VMA6|Q9VMA6_DROME,408,0.07454762745098038,0.0,0,0.05352954000000001,0.0,0
sp|P58950|GR10A_DROME,408,0.04513652696078428,0.0,0,0.04242524,0.0,0
sp|Q9W2B1|GR58B_DROME,408,0.04039007352941175,0.0,0,0.01043116,0.0,0
tr|Q9W4G9|Q9W4G9_DROME,408,0.5280842181372545,0.5931372549019608,41,0.13401736,0.04,1
tr|Q9VW19|Q9VW19_DROME,408,0.23350257843137248,0.04411764705882353,6,0.14275242000000002,0.0,0
tr|Q9VGW9|Q9VGW9_DROME,408,0.25066361519607855,0.04411764705882353,13,0.2423455,0.0,0
tr|Q9VVA7|Q9VVA7_DROME,408,0.3421187181372547,0.2769607843137255,25,0.09807883999999997,0.0,0
tr|Q9VL10|Q9VL10_DROME,408,0.21508266421568656,0.00980392156862745,2,0.12265254,0.0,0
tr|Q9VT83|Q9VT83_DROME,408,0.2719934117647059,0.16911764705882354,48,0.35015816,0.36,18
tr|Q9VFS9|Q9VFS9_DROME,408,0.19966075,0.1053921568627451,20,0.11397216,0.0,0
tr|Q9W5E2|Q9W5E2_DROME,408,0.6401411960784309,0.6813725490196079,259,0.6468355800000001,0.98,49
sp|P40320|METK_DROME,408,0.23043038970588242,0.058823529411764705,18,0.49894573999999975,0.44,18
sp|Q9VD28|JMJD6_DROME,408,0.3601428431372547,0.21323529411764705,70,0.32032478000000003,0.08,4
tr|Q9VFX5|Q9VFX5_DROME,408,0.1442361348039216,0.04411764705882353,8,0.31304512000000007,0.14,7
tr|Q7JR96|Q7JR96_DROME,407,0.3953631646191643,0.32923832923832924,47,0.5594223399999999,0.72,30
tr|Q8SYY7|Q8SYY7_DROME,407,0.13255027764127764,0.002457002457002457,1,0.1052631,0.0,0
tr|Q7KVC9|Q7KVC9_DROME,407,0.1861226977886978,0.051597051597051594,13,0.01987138,0.0,0
tr|A1ZBR1|A1ZBR1_DROME,407,0.11141248648648654,0.0,0,0.15843131999999993,0.0,0
tr|Q9VK55|Q9VK55_DROME,407,0.22750515479115474,0.07125307125307126,7,0.02710196,0.0,0
sp|Q9VC07|TRF42_DROME,407,0.15959006142506138,0.08108108108108109,33,0.12373916000000001,0.0,0
sp|Q9VW14|MRM3_DROME,407,0.30678222358722346,0.13267813267813267,18,0.37129632,0.06,1
tr|Q8SYP9|Q8SYP9_DROME,407,0.2636352432432433,0.09090909090909091,16,0.15950219999999998,0.0,0
tr|Q7K3Z3|Q7K3Z3_DROME,407,0.5506696977886976,0.6191646191646192,104,0.30562463999999995,0.06,3
sp|Q9V345|CSN4_DROME,407,0.14436307616707614,0.0,0,0.17913987999999986,0.0,0
tr|Q9VTB0|Q9VTB0_DROME,407,0.22222441523341518,0.056511056511056514,11,0.28482653999999996,0.0,0
sp|P91929|NDUAA_DROME,407,0.1658514987714988,0.012285012285012284,3,0.29541706000000006,0.04,2
tr|Q9VRC1|Q9VRC1_DROME,407,0.07390584029484033,0.0,0,0.05283618,0.0,0
tr|Q9VJ44|Q9VJ44_DROME,407,0.2521522604422602,0.022113022113022112,5,0.196832,0.0,0
sp|Q9VT08|OR67A_DROME,407,0.030879562653562655,0.0,0,0.06801056,0.0,0
tr|Q9W5G3|Q9W5G3_DROME,407,0.11093501719901704,0.002457002457002457,1,0.20612104000000003,0.02,1
tr|Q9VL46|Q9VL46_DROME,407,0.1198660171990172,0.0,0,0.08024211999999999,0.0,0
tr|Q9VS52|Q9VS52_DROME,407,0.5016067641277642,0.5356265356265356,46,0.32212442,0.26,13
tr|Q9VEL7|Q9VEL7_DROME,407,0.240912756756757,0.09336609336609336,22,0.10274317999999999,0.0,0
tr|M9PFG6|M9PFG6_DROME,407,0.7101614348894352,0.7567567567567568,236,0.7159895799999998,0.92,45
tr|Q8MR82|Q8MR82_DROME,407,0.0969768402948403,0.002457002457002457,1,0.14585378000000002,0.0,0
tr|A0A0B4LGA2|A0A0B4LGA2_DROME,407,0.4522180687960689,0.3931203931203931,77,0.22481116,0.0,0
tr|Q8SYC4|Q8SYC4_DROME,407,0.18373799999999998,0.06142506142506143,14,0.2025870399999999,0.08,4
tr|Q9VWX2|Q9VWX2_DROME,406,0.43271199507389135,0.3817733990147783,28,0.33127151999999993,0.36,18
tr|Q9W5B5|Q9W5B5_DROME,406,0.1754516379310346,0.0,0,0.07429016,0.0,0
tr|Q9VC66|Q9VC66_DROME,406,0.5041378374384238,0.46551724137931033,41,0.5004268,0.48,20
tr|E1JHL2|E1JHL2_DROME,406,0.23964130049261068,0.04187192118226601,10,0.3529960199999999,0.1,3
tr|Q9VA53|Q9VA53_DROME,406,0.29313987192118207,0.1330049261083744,26,0.43452062,0.22,9
tr|Q9VYD2|Q9VYD2_DROME,406,0.1349820640394087,0.09359605911330049,17,0.5534650800000002,0.54,17
tr|Q8SZ46|Q8SZ46_DROME,406,0.24230069458128092,0.08866995073891626,34,0.19046841999999997,0.0,0
tr|O77477|O77477_DROME,406,0.23809519704433502,0.022167487684729065,6,0.18589635999999995,0.0,0
sp|P82983|OR65B_DROME,406,0.034319209359605925,0.0,0,0.02401372,0.0,0
tr|Q9VQS2|Q9VQS2_DROME,406,0.14373021182266021,0.009852216748768473,1,0.07164797999999999,0.0,0
sp|P29413|CALR_DROME,406,0.46693372167487646,0.43103448275862066,92,0.11102601999999998,0.0,0
tr|Q9VL01|Q9VL01_DROME,406,0.2569527610837437,0.11330049261083744,34,0.35209384,0.36,18
tr|Q9VKT7|Q9VKT7_DROME,406,0.08950324630541868,0.0,0,0.04551016000000001,0.0,0
sp|Q9V9I2|OR42A_DROME,406,0.03358482019704436,0.0,0,0.034700520000000006,0.0,0
tr|Q8T3W6|Q8T3W6_DROME,406,0.40084805911330057,0.3472906403940887,50,0.41234601999999987,0.58,29
tr|Q9VG48|Q9VG48_DROME,406,0.11157479064039402,0.007389162561576354,2,0.03125018,0.0,0
sp|Q9VYZ1|OR10A_DROME,406,0.019555312807881774,0.0,0,0.023116539999999998,0.0,0
tr|Q9VX95|Q9VX95_DROME,406,0.1870146354679802,0.10344827586206896,40,0.61885148,0.8,40
sp|P83294|GR64B_DROME,406,0.020867721674876844,0.0,0,0.02135406,0.0,0
tr|Q9VKF0|Q9VKF0_DROME,406,0.4615940049261078,0.4064039408866995,156,0.8096427199999999,0.96,48
sp|Q9W1N5|GR59F_DROME,406,0.04203551231527094,0.0,0,0.15260353999999998,0.0,0
tr|Q9W404|Q9W404_DROME,406,0.2619356379310345,0.15270935960591134,52,0.21112282000000007,0.06,3
sp|Q9W1L5|PAL2_DROME,406,0.21526167733990142,0.03201970443349754,6,0.18339358,0.0,0
tr|Q7JMV3|Q7JMV3_DROME,405,0.30053386419753075,0.1506172839506173,31,0.3723045199999999,0.08,2
tr|Q8IMS4|Q8IMS4_DROME,405,0.12504782469135792,0.0,0,0.10413621999999999,0.0,0
sp|O01367|HOW_DROME,405,0.38593952839506196,0.2123456790123457,21,0.31002584,0.12,5
tr|O18399|O18399_DROME,405,0.2087541506172839,0.03209876543209877,4,0.15018499999999999,0.0,0
tr|Q961Q8|Q961Q8_DROME,405,0.12148675308641954,0.0,0,0.12974922,0.0,0
tr|Q9VH79|Q9VH79_DROME,405,0.2890088814814814,0.024691358024691357,7,0.18686612,0.0,0
sp|O18413|PRS8_DROME,405,0.2902450246913578,0.03209876543209877,6,0.29840199999999995,0.02,1
tr|Q9VDT1|Q9VDT1_DROME,405,0.1981402419753085,0.007407407407407408,3,0.23243637999999994,0.0,0
tr|Q0KIB3|Q0KIB3_DROME,405,0.14366596790123456,0.0,0,0.09474642000000001,0.0,0
sp|P32748|PYRD_DROME,405,0.25674672098765405,0.09135802469135802,8,0.23616444000000006,0.18,8
tr|Q9VKR4|Q9VKR4_DROME,405,0.2529012641975307,0.044444444444444446,8,0.16599547999999997,0.0,0
tr|Q9V3B1|Q9V3B1_DROME,405,0.16486075802469127,0.01728395061728395,6,0.4220697199999999,0.14,6
sp|Q9VIV3|CTU2_DROME,405,0.17580708888888874,0.01728395061728395,4,0.12792147999999998,0.0,0
tr|Q9VXS3|Q9VXS3_DROME,405,0.5818430296296293,0.6049382716049383,63,0.40548158,0.18,5
tr|Q9VBA2|Q9VBA2_DROME,405,0.3581531037037036,0.19506172839506172,33,0.22486227999999997,0.0,0
tr|Q9VM43|Q9VM43_DROME,405,0.3878918567901233,0.345679012345679,35,0.19043998,0.08,4
sp|Q9VQS5|IFT57_DROME,405,0.36036932345678996,0.27901234567901234,39,0.26377030000000007,0.28,14
tr|Q8SZ60|Q8SZ60_DROME,405,0.2310290641975312,0.0962962962962963,18,0.3614050999999999,0.34,17
tr|Q9VQ12|Q9VQ12_DROME,405,0.14685336543209868,0.012345679012345678,3,0.21602610000000003,0.1,3
tr|Q9VG46|Q9VG46_DROME,405,0.08286539999999999,0.0,0,0.11890689999999998,0.0,0
tr|A0A0B4LFG2|A0A0B4LFG2_DROME,405,0.07208229382716047,0.0,0,0.07363871999999999,0.0,0
tr|Q9W3I7|Q9W3I7_DROME,405,0.33304629876543224,0.24444444444444444,51,0.7000602600000001,1.0,50
tr|B5RJJ4|B5RJJ4_DROME,404,0.4154325717821784,0.37376237623762376,58,0.25290224,0.02,1
tr|Q7KUW4|Q7KUW4_DROME,404,0.4514971831683164,0.5297029702970297,96,0.7997386200000003,1.0,50
tr|Q9VJF7|Q9VJF7_DROME,404,0.28470448514851465,0.1485148514851485,24,0.0647075,0.0,0
sp|Q9VYY3|UBA5_DROME,404,0.29586408910891093,0.2103960396039604,65,0.34092312,0.2,10
tr|A1Z9Q9|A1Z9Q9_DROME,404,0.10744468811881178,0.0,0,0.060622380000000003,0.0,0
sp|Q9VVF3|OR74A_DROME,404,0.01960113861386138,0.0,0,0.04165055999999999,0.0,0
tr|O76892|O76892_DROME,404,0.4109547029702969,0.38366336633663367,119,0.87590966,1.0,50
sp|Q8IMZ5|GR94A_DROME,404,0.016396071782178216,0.0,0,0.021166820000000003,0.0,0
tr|Q9W304|Q9W304_DROME,404,0.218246032178218,0.06683168316831684,17,0.04622603999999999,0.0,0
tr|A4V0X6|A4V0X6_DROME,404,0.27081649009901004,0.2079207920792079,47,0.44507319999999995,0.4,16
tr|Q8SXX1|Q8SXX1_DROME,404,0.23685469059405936,0.08663366336633663,18,0.24018854000000003,0.04,2
sp|Q7JWR9|ZC3HF_DROME,404,0.500988794554455,0.46534653465346537,78,0.74138722,1.0,50
tr|Q9VRW9|Q9VRW9_DROME,404,0.42782135148514827,0.36386138613861385,26,0.48326691999999993,0.44,18
tr|Q9VJE3|Q9VJE3_DROME,404,0.31514434900990107,0.22524752475247525,28,0.5197484000000001,0.58,19
tr|Q8SZF4|Q8SZF4_DROME,404,0.18520761633663366,0.0049504950495049506,1,0.17684019999999992,0.0,0
sp|Q9VT90|OR67C_DROME,404,0.025460252475247566,0.0024752475247524753,1,0.08415456000000003,0.02,1
tr|Q9W2A4|Q9W2A4_DROME,404,0.020664945544554458,0.0,0,0.00698454,0.0,0
tr|O17432|O17432_DROME,404,0.2742789158415841,0.12623762376237624,25,0.46721237999999976,0.5,25
tr|B7Z080|B7Z080_DROME,404,0.24272744801980206,0.06188118811881188,17,0.17765245999999998,0.0,0
tr|Q9W170|Q9W170_DROME,404,0.36498284900990047,0.39851485148514854,98,0.60482982,0.96,30
tr|A0A0B4KI17|A0A0B4KI17_DROME,404,0.4692794975247523,0.31683168316831684,55,0.60490198,0.62,24
tr|Q9VFC9|Q9VFC9_DROME,404,0.304317655940594,0.1782178217821782,38,0.19184994000000002,0.0,0
tr|Q9VCZ2|Q9VCZ2_DROME,403,0.36214247890818874,0.13399503722084366,24,0.29450357999999993,0.0,0
tr|D2A6L8|D2A6L8_DROME,403,0.7757858138957814,0.9851116625310173,244,0.7935989400000001,1.0,50
tr|M9PFV3|M9PFV3_DROME,403,0.082102888337469,0.009925558312655087,4,0.27630974,0.08,4
sp|Q02748|IF4A_DROME,403,0.21629973697270483,0.052109181141439205,21,0.47067608,0.42,21
tr|Q9VSM8|Q9VSM8_DROME,403,0.16204041687344925,0.06699751861042183,23,0.13342429999999994,0.0,0
sp|Q9VB26|GR98B_DROME,403,0.020862317617866,0.0,0,0.042698319999999984,0.0,0
tr|Q95TF4|Q95TF4_DROME,403,0.11823808436724552,0.01240694789081886,5,0.30535357999999996,0.1,5
tr|Q9VFV9|Q9VFV9_DROME,403,0.4190136476426798,0.2555831265508685,37,0.41167048,0.16,5
tr|Q9W3D5|Q9W3D5_DROME,403,0.2114711315136476,0.0794044665012407,13,0.10382413999999997,0.0,0
tr|Q95U32|Q95U32_DROME,403,0.16869011662531025,0.14392059553349876,45,0.6000314,0.94,45
tr|A1Z6R4|A1Z6R4_DROME,403,0.2429216997518611,0.062034739454094295,7,0.40352245999999986,0.16,7
