Protein_ID	MD5_Digest	Length	Analysis	Signature_Accession	Signature_Description	Start	Stop	Score	Status	Date	InterPro_Accession	InterPro_Description	GO_Annotations	Pathway_Annotations
XBmRNA29828|XBXL10_1g15963	287801b47ab2a7a525c0922e3fe0d209	1113	Pfam	PF00096	"Zinc finger, C2H2 type"	580	600	0.063	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA29828|XBXL10_1g15963	287801b47ab2a7a525c0922e3fe0d209	1113	Pfam	PF00096	"Zinc finger, C2H2 type"	1077	1099	8.9	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA29828|XBXL10_1g15963	287801b47ab2a7a525c0922e3fe0d209	1113	Pfam	PF00096	"Zinc finger, C2H2 type"	771	791	0.091	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA29828|XBXL10_1g15963	287801b47ab2a7a525c0922e3fe0d209	1113	Pfam	PF00096	"Zinc finger, C2H2 type"	67	89	0.19	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA29828|XBXL10_1g15963	287801b47ab2a7a525c0922e3fe0d209	1113	Pfam	PF00096	"Zinc finger, C2H2 type"	1050	1072	0.16	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA29828|XBXL10_1g15963	287801b47ab2a7a525c0922e3fe0d209	1113	Pfam	PF00096	"Zinc finger, C2H2 type"	1024	1044	1.1	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA29828|XBXL10_1g15963	287801b47ab2a7a525c0922e3fe0d209	1113	Pfam	PF00096	"Zinc finger, C2H2 type"	335	357	0.095	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA29828|XBXL10_1g15963	287801b47ab2a7a525c0922e3fe0d209	1113	Pfam	PF00096	"Zinc finger, C2H2 type"	663	683	20	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA45547|XBXL10_1g24333	62ec307a906d61b98ddecc03b8ac3699	1019	Pfam	PF25599	Ephrin cysteine rich domain	219	275	3.80E-20	T	7/5/2026	IPR061283	"Ephrin, cysteine rich domain"	-	-
XBmRNA45547|XBXL10_1g24333	62ec307a906d61b98ddecc03b8ac3699	1019	Pfam	PF00041	Fibronectin type III domain	453	532	2.30E-07	T	7/5/2026	IPR003961	Fibronectin type III	-	-
XBmRNA45547|XBXL10_1g24333	62ec307a906d61b98ddecc03b8ac3699	1019	Pfam	PF00041	Fibronectin type III domain	343	433	1.60E-06	T	7/5/2026	IPR003961	Fibronectin type III	-	-
XBmRNA45547|XBXL10_1g24333	62ec307a906d61b98ddecc03b8ac3699	1019	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	664	921	1.50E-94	T	7/5/2026	IPR001245	"Serine-threonine/tyrosine-protein kinase, catalytic domain"	-	-
XBmRNA45547|XBXL10_1g24333	62ec307a906d61b98ddecc03b8ac3699	1019	Pfam	PF00536	SAM domain (Sterile alpha motif)	951	1010	1.00E-16	T	7/5/2026	IPR001660	Sterile alpha motif domain	-	-
XBmRNA45547|XBXL10_1g24333	62ec307a906d61b98ddecc03b8ac3699	1019	Pfam	PF01404	Ephrin receptor ligand binding domain	47	218	5.80E-69	T	7/5/2026	IPR001090	"Ephrin, ligand binding domain"	-	-
XBmRNA45547|XBXL10_1g24333	62ec307a906d61b98ddecc03b8ac3699	1019	Pfam	PF14575	Ephrin type-A receptor 2 transmembrane domain	558	661	1.20E-15	T	7/5/2026	IPR027936	"Ephrin, transmembrane domain"	-	-
XBmRNA46365|XBXL10_1g24843	7fad0377266095db91357c30d2b13afe	1043	Pfam	PF13927	Immunoglobulin domain	24	94	3.10E-06	T	7/5/2026	-	-	-	-
XBmRNA46365|XBXL10_1g24843	7fad0377266095db91357c30d2b13afe	1043	Pfam	PF13927	Immunoglobulin domain	214	285	3.60E-08	T	7/5/2026	-	-	-	-
XBmRNA46365|XBXL10_1g24843	7fad0377266095db91357c30d2b13afe	1043	Pfam	PF13927	Immunoglobulin domain	492	557	1.20E-09	T	7/5/2026	-	-	-	-
XBmRNA46365|XBXL10_1g24843	7fad0377266095db91357c30d2b13afe	1043	Pfam	PF13927	Immunoglobulin domain	577	650	2.60E-10	T	7/5/2026	-	-	-	-
XBmRNA46365|XBXL10_1g24843	7fad0377266095db91357c30d2b13afe	1043	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	772	1032	2.90E-80	T	7/5/2026	IPR001245	"Serine-threonine/tyrosine-protein kinase, catalytic domain"	-	-
XBmRNA46365|XBXL10_1g24843	7fad0377266095db91357c30d2b13afe	1043	Pfam	PF07679	Immunoglobulin I-set domain	330	391	1.90E-05	T	7/5/2026	IPR013098	Immunoglobulin I-set	-	-
XBmRNA46365|XBXL10_1g24843	7fad0377266095db91357c30d2b13afe	1043	Pfam	PF07679	Immunoglobulin I-set domain	125	200	6.40E-10	T	7/5/2026	IPR013098	Immunoglobulin I-set	-	-
XBmRNA46365|XBXL10_1g24843	7fad0377266095db91357c30d2b13afe	1043	Pfam	PF07679	Immunoglobulin I-set domain	398	481	1.30E-05	T	7/5/2026	IPR013098	Immunoglobulin I-set	-	-
XBmRNA24993|XBXL10_1g13191	ae518366c721ada0dec0d4a9a8d59f5a	944	Pfam	PF13889	Chromosome segregation during meiosis	886	943	5.90E-15	T	7/5/2026	IPR033473	"Atos-like, C-terminal"	-	-
XBmRNA24993|XBXL10_1g13191	ae518366c721ada0dec0d4a9a8d59f5a	944	Pfam	PF13915	Domain of unknown function (DUF4210)	747	804	4.50E-06	T	7/5/2026	IPR025261	"Atos-like, conserved domain"	-	-
XBmRNA19533|XBXL10_1g10449	f2e07593f330e810003e64a78a009a96	875	Pfam	PF15262	Domain of unknown function (DUF4592)	122	256	1.30E-27	T	7/5/2026	IPR028030	Domain of unknown function DUF4592	-	-
XBmRNA77559|XBXL10_1g41099	f8a2829359611136568050c549c20050	1979	Pfam	PF02736	Myosin N-terminal SH3-like domain	31	75	1.70E-13	T	7/5/2026	IPR004009	"Myosin, SH3 domain"	-	-
XBmRNA77559|XBXL10_1g41099	f8a2829359611136568050c549c20050	1979	Pfam	PF00063	Myosin head (motor domain)	86	777	8.50E-295	T	7/5/2026	IPR001609	"Myosin head, motor domain-like"	-	-
XBmRNA77559|XBXL10_1g41099	f8a2829359611136568050c549c20050	1979	Pfam	PF01576	Myosin tail	854	1934	0	T	7/5/2026	IPR002928	Myosin tail	-	-
XBmRNA42096|XBXL10_1g22587	887ab29a660609dd14191bf0f044e6e7	1256	Pfam	PF00664	ABC transporter transmembrane region	49	328	2.90E-68	T	7/5/2026	IPR011527	"ABC transporter type 1, transmembrane domain"	-	-
XBmRNA42096|XBXL10_1g22587	887ab29a660609dd14191bf0f044e6e7	1256	Pfam	PF00664	ABC transporter transmembrane region	691	964	2.20E-58	T	7/5/2026	IPR011527	"ABC transporter type 1, transmembrane domain"	-	-
XBmRNA42096|XBXL10_1g22587	887ab29a660609dd14191bf0f044e6e7	1256	Pfam	PF00005	ABC transporter	400	549	1.20E-31	T	7/5/2026	IPR003439	"ABC transporter-like, ATP-binding domain"	-	-
XBmRNA42096|XBXL10_1g22587	887ab29a660609dd14191bf0f044e6e7	1256	Pfam	PF00005	ABC transporter	1032	1183	2.10E-28	T	7/5/2026	IPR003439	"ABC transporter-like, ATP-binding domain"	-	-
XBmRNA765|XBXL10_1g642	e2b810214bfd4acc425fc2cd97edb104	352	Pfam	PF06401	"Alpha-2-macroglobulin RAP, C-terminal domain"	140	352	2.30E-64	T	7/5/2026	IPR010483	"Alpha-2-macroglobulin RAP, C-terminal"	-	-
XBmRNA765|XBXL10_1g642	e2b810214bfd4acc425fc2cd97edb104	352	Pfam	PF06400	"Alpha-2-macroglobulin RAP, N-terminal domain"	14	120	4.80E-31	T	7/5/2026	IPR009066	"Alpha-2-macroglobulin receptor-associated protein, domain 1"	-	-
XBmRNA73810|XBXL10_1g39151	2ef6ef2ba904bdc0373d50085b152a57	440	Pfam	PF02759	RUN domain	60	182	8.30E-29	T	7/5/2026	IPR004012	RUN domain	-	-
XBmRNA72389|XBXL10_1g38315	515e7e5c9a00789320b11b9f8b927514	1032	Pfam	PF00271	Helicase conserved C-terminal domain	595	720	7.90E-08	T	7/5/2026	IPR001650	"Helicase, C-terminal domain-like"	-	-
XBmRNA72389|XBXL10_1g38315	515e7e5c9a00789320b11b9f8b927514	1032	Pfam	PF04408	"Helicase associated domain (HA2), winged-helix"	783	811	8.10E-07	T	7/5/2026	IPR048333	"Helicase associated domain (HA2), winged-helix domain"	-	-
XBmRNA72389|XBXL10_1g38315	515e7e5c9a00789320b11b9f8b927514	1032	Pfam	PF00270	DEAD/DEAH box helicase	400	548	1.50E-04	T	7/5/2026	IPR011545	DEAD/DEAH-box helicase domain	-	-
XBmRNA72389|XBXL10_1g38315	515e7e5c9a00789320b11b9f8b927514	1032	Pfam	PF21010	"Helicase associated domain (HA2), ratchet-like"	812	872	4.50E-08	T	7/5/2026	-	-	-	-
XBmRNA72389|XBXL10_1g38315	515e7e5c9a00789320b11b9f8b927514	1032	Pfam	PF07717	Oligonucleotide/oligosaccharide-binding (OB)-fold	930	1006	3.10E-19	T	7/5/2026	IPR011709	"DEAD-box helicase, OB fold"	-	-
XBmRNA42326|XBXL10_1g22708	cb31fd3f6de03ac650d1525a4e0e7584	704	Pfam	PF01067	"Calpain large subunit, domain III"	395	513	2.60E-17	T	7/5/2026	IPR022682	"Peptidase C2, calpain, large subunit, domain III"	-	-
XBmRNA42326|XBXL10_1g22708	cb31fd3f6de03ac650d1525a4e0e7584	704	Pfam	PF00648	Calpain family cysteine protease	39	361	4.30E-95	T	7/5/2026	IPR001300	"Peptidase C2, calpain, catalytic domain"	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF12796	Ankyrin repeats (3 copies)	483	569	3.60E-14	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF12796	Ankyrin repeats (3 copies)	49	138	4.80E-16	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF12796	Ankyrin repeats (3 copies)	681	772	1.60E-15	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF12796	Ankyrin repeats (3 copies)	574	640	2.70E-08	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF12796	Ankyrin repeats (3 copies)	384	476	3.30E-15	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF12796	Ankyrin repeats (3 copies)	267	338	8.40E-12	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF00791	ZU5 domain	1078	1129	1.90E-09	T	7/5/2026	IPR000906	ZU5 domain	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF00791	ZU5 domain	999	1073	4.10E-14	T	7/5/2026	IPR000906	ZU5 domain	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF17809	UPA domain	1353	1482	2.70E-48	T	7/5/2026	IPR040745	"Ankyrin, UPA domain"	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF00023	Ankyrin repeat	643	675	0.034	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF00023	Ankyrin repeat	775	806	3.90E-04	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF00023	Ankyrin repeat	141	167	0.011	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF00023	Ankyrin repeat	346	376	0.011	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA7413|XBXL10_1g4053	f3c9bced7a7545fa3545315b152db195	4845	Pfam	PF00531	Death domain	4283	4363	8.90E-14	T	7/5/2026	IPR000488	Death domain	-	-
XBmRNA14499|XBXL10_1g7693	6e5a880b8cde47f241d7c88685eed8b0	606	Pfam	PF21035	"Coiled-coil domain-containing protein 138, C-terminal domain"	302	590	5.50E-104	T	7/5/2026	IPR048750	"Coiled-coil domain-containing protein 138, C-terminal domain"	-	-
XBmRNA14499|XBXL10_1g7693	6e5a880b8cde47f241d7c88685eed8b0	606	Pfam	PF21037	"Coiled-coil-domain-containing protein 138, coiled-coil"	204	262	9.20E-24	T	7/5/2026	IPR048751	"Coiled-coil-domain-containing protein 138, coiled-coil"	-	-
XBmRNA52798|XBXL10_1g28114	4d2991cd0b92a623900ea4c0a3b2b9af	489	Pfam	PF13520	Amino acid permease	27	439	5.80E-56	T	7/5/2026	IPR002293	Amino acid/polyamine transporter I	-	-
XBmRNA75740|XBXL10_1g40291	e92f23b77f4c90747dd937e602347a61	529	Pfam	PF00002	7 transmembrane receptor (Secretin family)	144	400	1.70E-75	T	7/5/2026	IPR000832	"GPCR, family 2, secretin-like"	-	-
XBmRNA75740|XBXL10_1g40291	e92f23b77f4c90747dd937e602347a61	529	Pfam	PF02793	Hormone receptor domain	62	129	1.20E-12	T	7/5/2026	IPR001879	"GPCR, family 2, extracellular hormone receptor domain"	-	-
XBmRNA23546|XBXL10_1g12577	ecb16279d91b76315b5f10e60749b58e	182	Pfam	PF00714	Interferon gamma	31	157	7.40E-18	T	7/5/2026	IPR002069	Interferon gamma	-	-
XBmRNA61129|XBXL10_1g32405	36c8400b5e1b7fba735c2ab78e5ab671	445	Pfam	PF00076	RNA recognition motif	279	343	7.60E-11	T	7/5/2026	IPR000504	RNA recognition motif domain	-	-
XBmRNA61129|XBXL10_1g32405	36c8400b5e1b7fba735c2ab78e5ab671	445	Pfam	PF00076	RNA recognition motif	171	241	1.40E-17	T	7/5/2026	IPR000504	RNA recognition motif domain	-	-
XBmRNA61129|XBXL10_1g32405	36c8400b5e1b7fba735c2ab78e5ab671	445	Pfam	PF00076	RNA recognition motif	66	113	5.90E-05	T	7/5/2026	IPR000504	RNA recognition motif domain	-	-
XBmRNA27673|XBXL10_1g14850	0d7a3cb5beff2df4d9699a28cfc3ec0d	306	Pfam	PF13853	Olfactory receptor	29	305	7.40E-41	T	7/5/2026	IPR000725	Olfactory receptor	-	-
XBmRNA55524|XBXL10_1g29510	4115d9f337c071ccab160ff25b205b4d	383	Pfam	PF13733	N-terminal region of glycosyl transferase group 7	109	243	2.50E-52	T	7/5/2026	IPR027995	"Galactosyltransferase, N-terminal"	-	-
XBmRNA55524|XBXL10_1g29510	4115d9f337c071ccab160ff25b205b4d	383	Pfam	PF02709	N-terminal domain of galactosyltransferase	248	325	1.30E-27	T	7/5/2026	IPR027791	"Galactosyltransferase, C-terminal"	-	-
XBmRNA53169|XBXL10_1g28308	a58dd760b60a68abc4c85f40340f207e	819	Pfam	PF21052	"EFR3, armadillo repeat"	48	144	4.00E-37	T	7/5/2026	IPR049152	"EFR3-like, armadillo repeat"	-	-
XBmRNA31826|XBXL10_1g17170	bb3f1843086af15b9fc3f91d869cdbc7	326	Pfam	PF00149	Calcineurin-like phosphoesterase	28	245	3.90E-13	T	7/5/2026	IPR004843	"Calcineurin-like, phosphoesterase domain"	-	-
XBmRNA66573|XBXL10_1g35270	d177c1b71a2003d38e5994d290eb8f08	1205	Pfam	PF00041	Fibronectin type III domain	488	564	6.00E-06	T	7/5/2026	IPR003961	Fibronectin type III	-	-
XBmRNA66573|XBXL10_1g35270	d177c1b71a2003d38e5994d290eb8f08	1205	Pfam	PF00041	Fibronectin type III domain	882	952	9.60E-10	T	7/5/2026	IPR003961	Fibronectin type III	-	-
XBmRNA66573|XBXL10_1g35270	d177c1b71a2003d38e5994d290eb8f08	1205	Pfam	PF00041	Fibronectin type III domain	574	663	1.20E-04	T	7/5/2026	IPR003961	Fibronectin type III	-	-
XBmRNA66573|XBXL10_1g35270	d177c1b71a2003d38e5994d290eb8f08	1205	Pfam	PF00041	Fibronectin type III domain	684	759	8.60E-08	T	7/5/2026	IPR003961	Fibronectin type III	-	-
XBmRNA66573|XBXL10_1g35270	d177c1b71a2003d38e5994d290eb8f08	1205	Pfam	PF00041	Fibronectin type III domain	779	846	7.00E-04	T	7/5/2026	IPR003961	Fibronectin type III	-	-
XBmRNA66573|XBXL10_1g35270	d177c1b71a2003d38e5994d290eb8f08	1205	Pfam	PF00041	Fibronectin type III domain	382	466	3.10E-06	T	7/5/2026	IPR003961	Fibronectin type III	-	-
XBmRNA66573|XBXL10_1g35270	d177c1b71a2003d38e5994d290eb8f08	1205	Pfam	PF00041	Fibronectin type III domain	962	1048	0.001	T	7/5/2026	IPR003961	Fibronectin type III	-	-
XBmRNA11078|XBXL10_1g5911	ad6f595af5db246db570304dc41b46f2	529	Pfam	PF00622	SPRY domain	405	515	6.10E-16	T	7/5/2026	IPR003877	SPRY domain	-	-
XBmRNA11078|XBXL10_1g5911	ad6f595af5db246db570304dc41b46f2	529	Pfam	PF00643	B-box zinc finger	138	174	0.0031	T	7/5/2026	IPR000315	B-box-type zinc finger	-	-
XBmRNA11078|XBXL10_1g5911	ad6f595af5db246db570304dc41b46f2	529	Pfam	PF13445	RING-type zinc-finger	12	52	2.50E-08	T	7/5/2026	IPR027370	"Zinc finger, RING-type, eukaryotic"	-	-
XBmRNA11078|XBXL10_1g5911	ad6f595af5db246db570304dc41b46f2	529	Pfam	PF13765	SPRY-associated domain	354	401	1.70E-04	T	7/5/2026	IPR006574	SPRY-associated	-	-
XBmRNA23497|XBXL10_1g12561	8633dce78acc8c0b94247635f8af0878	105	Pfam	PF02178	AT hook motif	45	57	5900	T	7/5/2026	IPR017956	"AT hook, DNA-binding motif"	-	-
XBmRNA23497|XBXL10_1g12561	8633dce78acc8c0b94247635f8af0878	105	Pfam	PF02178	AT hook motif	24	32	1600	T	7/5/2026	IPR017956	"AT hook, DNA-binding motif"	-	-
XBmRNA23497|XBXL10_1g12561	8633dce78acc8c0b94247635f8af0878	105	Pfam	PF02178	AT hook motif	73	84	37	T	7/5/2026	IPR017956	"AT hook, DNA-binding motif"	-	-
XBmRNA65044|XBXL10_1g34446	0225d7013aee0821391a76fd5fc567a4	767	Pfam	PF22964	"Protein zer-1 homolog-like, C-terminal domain"	402	756	4.20E-152	T	7/5/2026	IPR055142	"Protein zer-1 homolog-like, C-terminal domain"	-	-
XBmRNA65044|XBXL10_1g34446	0225d7013aee0821391a76fd5fc567a4	767	Pfam	PF25013	"Zer-1-like, Leucine-rich repeats"	194	335	6.40E-28	T	7/5/2026	IPR056845	"Zer-1-like, leucine-rich repeats region"	-	-
XBmRNA20003|XBXL10_1g10651	20abe411e11e0e7cca8c030b9b68ceae	218	Pfam	PF07855	Autophagy-related protein 101	9	171	1.00E-41	T	7/5/2026	IPR012445	Autophagy-related protein 101	-	-
XBmRNA36299|XBXL10_1g19619	b9ee038b93136011984c7a2c0d85a1ea	215	Pfam	PF00615	Regulator of G protein signaling domain	87	201	3.00E-36	T	7/5/2026	IPR016137	RGS domain	-	-
XBmRNA10371|XBXL10_1g5537	846aa870c3d7afaf409b58803933eb56	741	Pfam	PF12177	Prohormone convertase enzyme	702	739	1.60E-14	T	7/5/2026	IPR022005	Prohormone convertase enzyme	-	-
XBmRNA10371|XBXL10_1g5537	846aa870c3d7afaf409b58803933eb56	741	Pfam	PF00082	Subtilase family	159	443	1.20E-56	T	7/5/2026	IPR000209	Peptidase S8/S53 domain	-	-
XBmRNA10371|XBXL10_1g5537	846aa870c3d7afaf409b58803933eb56	741	Pfam	PF01483	Proprotein convertase P-domain	505	592	1.00E-23	T	7/5/2026	IPR002884	P domain	-	-
XBmRNA10371|XBXL10_1g5537	846aa870c3d7afaf409b58803933eb56	741	Pfam	PF16470	Peptidase S8 pro-domain	35	111	2.50E-22	T	7/5/2026	IPR032815	"Peptidase S8, pro-domain"	-	-
XBmRNA7294|XBXL10_1g3993	7d4792c436117ac786bc616d2e162324	827	Pfam	PF13831	PHD-finger	215	248	2.50E-08	T	7/5/2026	IPR019787	"Zinc finger, PHD-finger"	-	-
XBmRNA7294|XBXL10_1g3993	7d4792c436117ac786bc616d2e162324	827	Pfam	PF13832	PHD-zinc-finger like domain	254	365	1.70E-29	T	7/5/2026	-	-	-	-
XBmRNA7294|XBXL10_1g3993	7d4792c436117ac786bc616d2e162324	827	Pfam	PF10513	Enhancer of polycomb-like	83	177	5.10E-04	T	7/5/2026	IPR019542	"Enhancer of polycomb-like, N-terminal"	-	-
XBmRNA56756|XBXL10_1g30169	dc28fb69d026c39d03832b3bb9f3e265	243	Pfam	PF10248	Myelodysplasia-myeloid leukemia factor 1-interacting protein	25	203	4.60E-58	T	7/5/2026	IPR019376	Myeloid leukemia factor	-	-
XBmRNA77247|XBXL10_1g40949	fa58ae52adf29b74c1b994e819e827a5	305	Pfam	PF13853	Olfactory receptor	28	300	3.80E-49	T	7/5/2026	IPR000725	Olfactory receptor	-	-
XBmRNA65987|XBXL10_1g34932	e111bfbce820a0ab39224def639337c2	432	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	25	167	1.90E-06	T	7/5/2026	IPR000477	Reverse transcriptase domain	-	-
XBmRNA60504|XBXL10_1g32112	e179e3cd92595ae35acc372cdf4935d3	626	Pfam	PF07679	Immunoglobulin I-set domain	242	324	2.70E-07	T	7/5/2026	IPR013098	Immunoglobulin I-set	-	-
XBmRNA60504|XBXL10_1g32112	e179e3cd92595ae35acc372cdf4935d3	626	Pfam	PF07679	Immunoglobulin I-set domain	335	411	4.30E-08	T	7/5/2026	IPR013098	Immunoglobulin I-set	-	-
XBmRNA60504|XBXL10_1g32112	e179e3cd92595ae35acc372cdf4935d3	626	Pfam	PF08205	CD80-like C2-set immunoglobulin domain	144	224	0.057	T	7/5/2026	IPR013162	"CD80-like, immunoglobulin C2-set"	-	-
XBmRNA45263|XBXL10_1g24187	7f4b0d59a3887be478c217e8e2cc4efb	314	Pfam	PF02536	mTERF	69	236	0.0051	T	7/5/2026	IPR003690	"Transcription termination factor, mitochondrial/chloroplastic"	-	-
XBmRNA64316|XBXL10_1g34103	ba9a474788959b461cc3ade11ac6f1c2	1060	Pfam	PF00899	ThiF family	453	947	4.50E-59	T	7/5/2026	IPR000594	THIF-type NAD/FAD binding fold	-	-
XBmRNA64316|XBXL10_1g34103	ba9a474788959b461cc3ade11ac6f1c2	1060	Pfam	PF16191	Ubiquitin-activating enzyme E1 four-helix bundle	297	366	1.10E-27	T	7/5/2026	IPR032420	"Ubiquitin-activating enzyme E1, four-helix bundle"	-	-
XBmRNA64316|XBXL10_1g34103	ba9a474788959b461cc3ade11ac6f1c2	1060	Pfam	PF10585	"Ubiquitin-activating enzyme, SCCH domain"	640	886	1.20E-93	T	7/5/2026	IPR019572	"Ubiquitin-activating enzyme, SCCH domain"	-	-
XBmRNA64316|XBXL10_1g34103	ba9a474788959b461cc3ade11ac6f1c2	1060	Pfam	PF16190	Ubiquitin-activating enzyme E1 FCCH domain	227	296	1.20E-30	T	7/5/2026	IPR032418	"Ubiquitin-activating enzyme E1, FCCH domain"	-	-
XBmRNA64316|XBXL10_1g34103	ba9a474788959b461cc3ade11ac6f1c2	1060	Pfam	PF09358	Ubiquitin fold domain	957	1055	1.50E-32	T	7/5/2026	IPR018965	"Ubiquitin-activating enzyme E1, C-terminal"	-	-
XBmRNA79812|XBXL10_1g42468	4f068db02d0bb671c7d6b2264d770688	80	Pfam	PF02827	cAMP-dependent protein kinase inhibitor	6	68	9.50E-18	T	7/5/2026	IPR004171	cAMP-dependent protein kinase inhibitor	-	-
XBmRNA41502|XBXL10_1g22322	95026123d25fa1d5366b1aeca16697f3	234	Pfam	PF07525	SOCS box	186	224	5.20E-07	T	7/5/2026	IPR001496	SOCS box domain	-	-
XBmRNA41502|XBXL10_1g22322	95026123d25fa1d5366b1aeca16697f3	234	Pfam	PF12796	Ankyrin repeats (3 copies)	81	160	2.60E-11	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA17324|XBXL10_1g9273	9cbc713cddcde31ce575bf098b48c2b6	381	Pfam	PF01070	FMN-dependent dehydrogenase	38	377	1.40E-132	T	7/5/2026	IPR000262	FMN-dependent dehydrogenase	-	-
XBmRNA15125|XBXL10_1g8000	ef108dd8294d7de5b14de64b85f54706	393	Pfam	PF00110	wnt family	54	393	3.70E-111	T	7/5/2026	IPR005817	Wnt	-	-
XBmRNA17035|XBXL10_1g9147	82a311ba56161dba281e1c287121f2a2	715	Pfam	PF00474	Sodium:solute symporter family	39	477	3.50E-150	T	7/5/2026	IPR001734	Sodium/solute symporter	-	-
XBmRNA17434|XBXL10_1g9331	ee6133241e053553147ba1fc10e6cfaa	368	Pfam	PF01467	Cytidylyltransferase-like	80	208	5.90E-28	T	7/5/2026	IPR004821	Cytidyltransferase-like domain	-	-
XBmRNA73582|XBXL10_1g39002	f38f2e6a2b82356cf16aba32e7d44039	470	Pfam	PF04516	CP2 transcription factor	50	242	2.90E-50	T	7/5/2026	IPR007604	CP2 transcription factor	-	-
XBmRNA73582|XBXL10_1g39002	f38f2e6a2b82356cf16aba32e7d44039	470	Pfam	PF25416	"GRHL1-like, C-terminal domain"	390	469	6.10E-13	T	7/5/2026	IPR057520	"GRHL1/CP2, C-terminal domain"	-	-
XBmRNA73582|XBXL10_1g39002	f38f2e6a2b82356cf16aba32e7d44039	470	Pfam	PF18016	SAM domain (Sterile alpha motif)	306	364	3.00E-15	T	7/5/2026	IPR041418	SAM domain	-	-
XBmRNA46945|XBXL10_1g25153	cf243dce9a665572b8eed2063209cbd6	297	Pfam	PF00069	Protein kinase domain	7	229	1.10E-52	T	7/5/2026	IPR000719	Protein kinase domain	-	-
XBmRNA77733|XBXL10_1g41192	eb322fd48c36101a3b3b7b10d847a2b1	109	Pfam	PF13499	EF-hand domain pair	43	107	5.60E-11	T	7/5/2026	IPR002048	EF-hand domain	-	-
XBmRNA53791|XBXL10_1g28636	b6ee345ee5b958c4db433fc28480c693	696	Pfam	PF00096	"Zinc finger, C2H2 type"	670	692	0.0039	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53791|XBXL10_1g28636	b6ee345ee5b958c4db433fc28480c693	696	Pfam	PF00096	"Zinc finger, C2H2 type"	315	337	34	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53791|XBXL10_1g28636	b6ee345ee5b958c4db433fc28480c693	696	Pfam	PF00096	"Zinc finger, C2H2 type"	259	281	1.3	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53791|XBXL10_1g28636	b6ee345ee5b958c4db433fc28480c693	696	Pfam	PF00096	"Zinc finger, C2H2 type"	530	552	9.2	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53791|XBXL10_1g28636	b6ee345ee5b958c4db433fc28480c693	696	Pfam	PF00096	"Zinc finger, C2H2 type"	371	393	0.036	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
