Uniprot_ID,Flybase_ID,Gene_Symbol,Name,XSome_Loc,Xsome_Coord,FBtr_ID,FBpp_ID,Source,Description
Q9VKS4,FBgn0040496,CG17104,N/A,2L,10677198..10679707(1),"FBtr0336846, FBtr0080105, FBtr0344848","FBpp0079694, FBpp0307806, FBpp0311163",Alliance,Is expressed in embryonic dorsal epidermis; embryonic epipharynx; embryonic foregut; and embryonic ventral epidermis.
Q9W1T4,FBgn0034834,LS2,Large Subunit 2,2R,23210130..23211539(-1),FBtr0072052,FBpp0071961,FlyBase Gene Snapshot,Large Subunit 2 (LS2) encodes an RNA binding protein that regulates both RNA splicing and gene silencing.
Q9V7W1,FBgn0265174,PIG-V,Phosphatidylinositol glycan anchor biosynthesis class V,2R,16955458..16957308(1),"FBtr0339073, FBtr0339072, FBtr0339071","FBpp0308219, FBpp0308218, FBpp0308217",UniProtKB,"Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers the second mannose to the glycosylphosphatidylinositol during GPI precursor assembly. Required for the GPI-mediated endoplasmic reticulum exit and proper targeting to the cell surface of chp. Required for GPI-mediated membrane attachment of chp, qsm and Cont. Essential for microvillar stability in the rhabdomere. (UniProtKB:Q9V7W1)"
P06604,FBgn0003886,alphaTub85E,alpha-Tubulin at 85E,3R,9731221..9733250(-1),FBtr0082087,FBpp0081565,FlyBase Gene Snapshot,alpha-Tubulin at 85E (alphaTub85E) encodes the major alpha-Tubulin constituent of accessory and attachment cells of chordotonal organs.
Q7JRM5,FBgn0033178,CG11127,N/A,2R,7463504..7464987(1),FBtr0088975,FBpp0088048,Alliance,Is expressed in adult head and organism.
Q24535,FBgn0004101,bs,blistered,2R,24342861..24376473(1),"FBtr0343314, FBtr0072271, FBtr0290089","FBpp0072178, FBpp0288528, FBpp0309973",FlyBase Gene Snapshot,"blistered (bs) encodes the Drosophila ortholog of mammalian Serum Response Factor (SRF). It is a sequence-specific transcription factor contributing to intervein cell specification in the wing, tracheal terminal branching and flight muscle maturation."
Q9VGJ6,FBgn0037936,CG6908,N/A,3R,11688381..11690051(-1),"FBtr0082437, FBtr0335212","FBpp0081913, FBpp0307199",Alliance,Involved in copper ion homeostasis.
Q8SWZ1,FBgn0033558,CG12344,N/A,2R,10827430..10835709(-1),"FBtr0339476, FBtr0339477, FBtr0088246, FBtr0339478","FBpp0308559, FBpp0308561, FBpp0308560, FBpp0087341",Alliance,Predicted to enable excitatory extracellular ligand-gated ion channel activity and transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential. Predicted to contribute to chloride channel activity. Involved in glycinergic synaptic transmission; negative regulation of neuronal action potential; and regulation of circadian rhythm. Predicted to be active in neuron projection; plasma membrane; and synapse.
Q9VH65,FBgn0037755,CG12945,N/A,3R,9787816..9791221(-1),"FBtr0113214, FBtr0347361, FBtr0334685","FBpp0312541, FBpp0112126, FBpp0306743",Alliance,Located in endomembrane system. Is expressed in adult head and organism.
Q9VI05,FBgn0037512,CG2616,N/A,3R,7722417..7724715(1),"FBtr0081738, FBtr0339179","FBpp0081235, FBpp0308320",Alliance,Predicted to be involved in mitochondrial transmembrane transport. Predicted to be active in mitochondrion. Orthologous to several human genes including SLC25A40 (solute carrier family 25 member 40).
Q7K3M9,FBgn0034032,CG8195,N/A,2R,15562697..15565801(-1),FBtr0087353,FBpp0086486,Alliance,Predicted to be located in membrane. Is expressed in organism and yolk nucleus. Orthologous to human SLC35F5 (solute carrier family 35 member F5).
Q9VM22,FBgn0031904,CG5149,N/A,2L,7384486..7388253(-1),FBtr0079469,FBpp0079093,Alliance,"Is expressed in several structures, including amnioserosa; embryonic central brain neurons; larval ventral nerve cord; yolk; and yolk nucleus. Orthologous to human MEAK7 (MTOR associated protein, eak-7 homolog)."
Q9VL89,FBgn0283478,und,uninitiated,2L,9763369..9765338(1),"FBtr0079866, FBtr0335504, FBtr0345287","FBpp0307472, FBpp0079462, FBpp0311454",FlyBase Gene Snapshot,"uninitiated (und) encodes encodes a predicted metalloexopeptidase, which contributes to omatidial polarity and tissue growth control."
Q9Y124,FBgn0027565,CG5498,N/A,3L,20382405..20384109(-1),FBtr0078238,FBpp0077896,Alliance,"Predicted to be involved in late endosome to vacuole transport via multivesicular body sorting pathway and vesicle budding from membrane. Predicted to be part of ESCRT III complex. Predicted to be active in cytoplasmic side of plasma membrane and multivesicular body. Is expressed in several structures, including anterior endoderm; anterior endoderm anlage; embryonic brain; embryonic/larval midgut; and extended germ band embryo. Orthologous to human CHMP7 (charged multivesicular body protein 7)."
Q9VB28,FBgn0039522,CG13972,N/A,3R,27515911..27517257(-1),FBtr0085212,FBpp0084582,Alliance,Predicted to be involved in cilium organization. Predicted to be active in cytoplasm and motile cilium. Is expressed in chordotonal neurons. Orthologous to human IQCG (IQ motif containing G).
Q9VQF4,FBgn0031451,CG9961,N/A,2L,2743375..2744934(-1),"FBtr0077740, FBtr0330719","FBpp0303563, FBpp0077420",Alliance,Predicted to enable ADP binding activity; ATP binding activity; and phosphoglycerate kinase activity. Predicted to be involved in gluconeogenesis and glycolytic process. Predicted to be located in cytoplasm. Predicted to be active in cytosol. Is expressed in spermatozoon.
Q9V400,FBgn0028427,Ilk,Integrin linked kinase,3L,21216901..21219240(1),"FBtr0307160, FBtr0078305","FBpp0077962, FBpp0297989",FlyBase Gene Snapshot,"Integrin linked kinase (Ilk) encodes a pseudokinase that, together with the products of stck and parvin, mediates part of the adhesive functions of integrins."
Q9VRX0,FBgn0035702,CG10147,N/A,3L,6486167..6488424(-1),"FBtr0076987, FBtr0333060","FBpp0076696, FBpp0305274",Alliance,Predicted to enable DNA-binding transcription factor activity and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be located in nucleus. Is expressed in embryonic brain; larval ventral nerve cord; and organism. Orthologous to human ZBTB48 (zinc finger and BTB domain containing 48).
Q9VHE3,FBgn0037688,CG9356,N/A,3R,9402564..9404269(-1),"FBtr0082047, FBtr0082048","FBpp0081525, FBpp0081526",Alliance,Predicted to be involved in Golgi organization and Golgi to plasma membrane protein transport. Predicted to be active in Golgi membrane. Orthologous to human BLZF1 (basic leucine zipper nuclear factor 1).
Q9VMY9,FBgn0261436,DhpD,Dihydropterin deaminase,3R,4227387..4229238(-1),FBtr0078986,FBpp0078625,UniProtKB,"Catalyzes the hydrolytic deamination of guanine, producing xanthine and ammonia. Also has 7,8-dihydropterin deaminase activity, which plays a role in synthesis of the red eye pigment aurodrosopterin. (UniProtKB:Q9VMY9)"
B7Z078,FBgn0036897,Rnf146,Ring finger protein 146,3L,19637207..19642816(-1),"FBtr0306354, FBtr0290116, FBtr0331862, FBtr0074962","FBpp0288555, FBpp0074730, FBpp0297447, FBpp0304246",Alliance,Predicted to enable poly-ADP-D-ribose binding activity; ubiquitin-protein transferase activity; and zinc ion binding activity. Involved in positive regulation of canonical Wnt signaling pathway; positive regulation of proteasomal ubiquitin-dependent protein catabolic process; and protein destabilization. Predicted to be located in cytosol. Predicted to be active in cytoplasm and nucleus. Orthologous to human RNF146 (ring finger protein 146).
Q95TK5,FBgn0039854,CG1635,N/A,3R,31588673..31590392(1),FBtr0085796,FBpp0085157,Alliance,Predicted to enable acyl-CoA hydrolase activity. Predicted to be involved in acyl-CoA metabolic process. Predicted to be active in mitochondrion. Is expressed in adult head and adult heart. Orthologous to human ACOT9 (acyl-CoA thioesterase 9).
Q9VED4,FBgn0038566,bard,bard,3R,18081048..18082583(1),FBtr0083541,FBpp0082965,Alliance,"Predicted to be involved in SCF-dependent proteasomal ubiquitin-dependent protein catabolic process. Predicted to be part of SCF ubiquitin ligase complex. Is expressed in several structures, including endoderm anlage; extended germ band embryo; and germ layer."
Q9VP87,FBgn0037044,Pdss2,Decaprenyl diphosphate synthase subunit 2,3L,21027915..21030141(1),"FBtr0345136, FBtr0078287","FBpp0077945, FBpp0311357",Alliance,"Predicted to enable prenyltransferase activity. Predicted to contribute to trans-hexaprenyltranstransferase activity. Predicted to be involved in isoprenoid biosynthetic process and ubiquinone biosynthetic process. Predicted to be part of transferase complex. Is expressed in several structures, including dorsal epidermis primordium; embryonic/larval visceral muscle cell; presumptive embryonic/larval system; ventral ectoderm; and visceral muscle primordium. Used to study congenital heart disease. Human ortholog(s) of this gene implicated in primary coenzyme Q10 deficiency 3. Orthologous to human PDSS2 (decaprenyl diphosphate synthase subunit 2)."
M9PCU5,FBgn0032264,Lip4,Lipase 4,2L,10527572..10531778(1),"FBtr0331672, FBtr0080093, FBtr0304119","FBpp0293062, FBpp0079682, FBpp0304062",Alliance,Enables serine hydrolase activity. Predicted to be involved in lipid catabolic process. Predicted to be located in lipid droplet. Is expressed in adult head; amnioserosa; and yolk nucleus. Human ortholog(s) of this gene implicated in autosomal recessive congenital ichthyosis 8. Orthologous to human LIPK (lipase family member K); LIPM (lipase family member M); and LIPN (lipase family member N).
Q9VZG8,FBgn0040697,Teh3,tipE homolog 3,3L,4182645..4184663(-1),FBtr0073257,FBpp0073113,FlyBase Gene Snapshot,tipE homolog 3 (Teh3) encodes a protein involved in regulation of sodium transport.
Q9VJU8,FBgn0028542,NimB4,Nimrod B4,2L,13968280..13969976(-1),FBtr0080617,FBpp0080190,Alliance,Predicted to be located in extracellular region.
P17133,FBgn0016978,snRNP-U1-70K,small ribonucleoprotein particle U1 subunit 70K,2L,6968711..6971737(-1),"FBtr0331375, FBtr0079355","FBpp0303793, FBpp0078983",FlyBase Gene Snapshot,small ribonucleoprotein particle U1 subunit 70K (snRNP-U1-70K) encodes a protein component of the U1 snRNP. The U1 snRNP combines with other snRNPs on the pre-mRNA to assemble a spliceosome.
P39572,FBgn0001150,gt,giant,X,2427113..2428967(-1),FBtr0070460,FBpp0070444,FlyBase Gene Snapshot,"giant (gt) encodes a transcription factor in the basic leucine zipper family. It is one of the ""gap"" transcription factors, transcribed very early in embryonic development, that help to divide the embryo along the anteroposterior axis."
Q9VIK3,FBgn0032878,CG9316,N/A,2L,20724209..20726551(-1),FBtr0081396,FBpp0080926,Alliance,Predicted to be involved in SCF-dependent proteasomal ubiquitin-dependent protein catabolic process. Predicted to be part of SCF ubiquitin ligase complex.
Q9W1A6,FBgn0034978,CG3257,N/A,2R,24116792..24123263(1),FBtr0072252,FBpp0072161,Alliance,Is expressed in embryonic antennal sense organ; embryonic brain; embryonic foregut sensory structure; embryonic head sensory system; and larval ventral nerve cord.
Q9W0F6,FBgn0035217,FucTD,"alpha1,3-fucosyltransferase D",3L,1416231..1417933(1),FBtr0072693,FBpp0072577,Alliance,Predicted to enable alpha-(1->3)-fucosyltransferase activity. Predicted to be involved in fucosylation. Predicted to be located in membrane. Is expressed in adult head.
Q9VMM8,FBgn0031735,CG11029,N/A,2L,5746157..5747961(1),FBtr0079136,FBpp0078767,Alliance,Predicted to enable calcium-independent phospholipase A2 activity and lysophospholipase activity. Predicted to be involved in phospholipid metabolic process. Orthologous to human PLB1 (phospholipase B1).
M9PI51,FBgn0036369,CG10089,N/A,3L,13465552..13474787(-1),"FBtr0345364, FBtr0331535, FBtr0075823, FBtr0075821, FBtr0075822, FBtr0075820","FBpp0311518, FBpp0075565, FBpp0303925, FBpp0075562, FBpp0075564, FBpp0075563",Alliance,Predicted to enable protein tyrosine phosphatase activity. Predicted to be involved in dephosphorylation and signal transduction. Predicted to be active in cytosol. Is expressed in organism. Orthologous to several human genes including DUSP22 (dual specificity phosphatase 22).
E1JGK3,FBgn0034267,CG4984,N/A,2R,17726914..17732987(1),"FBtr0301183, FBtr0086862, FBtr0301182, FBtr0299817","FBpp0086022, FBpp0289095, FBpp0290400, FBpp0290401",Alliance,Predicted to be located in membrane. Predicted to be active in plasma membrane. Is expressed in adult head; embryonic/larval muscle system; and embryonic/larval somatic muscle cell.
Q24560,FBgn0284243,betaTub56D,beta-Tubulin at 56D,2R,19447319..19451600(-1),"FBtr0086537, FBtr0086536","FBpp0085720, FBpp0085721",UniProtKB,"Tubulin is the major constituent of microtubules, a cylinder consisting of laterally associated linear protofilaments composed of alpha- and beta-tubulin heterodimers. Microtubules grow by the addition of GTP-tubulin dimers to the microtubule end, where a stabilizing cap forms. Below the cap, tubulin dimers are in GDP-bound state, owing to GTPase activity of alpha-tubulin. (UniProtKB:Q24560)"
A1ZAM7,FBgn0034175,ste24b,ste24b prenyl protease type I,2R,16998610..17000126(-1),FBtr0087060,FBpp0086208,FlyBase Gene Snapshot,"ste24b prenyl protease type I (ste24b) encodes a protein that, along with the products of ste24a and ste24c, are paralogous (tandemly duplicated) type I prenyl proteases. The product of ste24b plays an essential role in the male germline."
Q9VAG4,FBgn0039702,Vps16B,Vacuolar protein sorting 16B,3R,29814921..29816451(-1),FBtr0085533,FBpp0084899,FlyBase Gene Snapshot,"Vacuolar protein sorting 16B (Vps16B) encodes a protein that, together with its binding partner encoded by Vps33B, forms a distinct complex necessary for fusions between phagosomes and lysosomes."
P56079,FBgn0010350,Cds,CDP-diacylglycerol synthase,3L,8127762..8131675(1),"FBtr0346546, FBtr0076688","FBpp0076411, FBpp0312164",FlyBase Gene Snapshot,"CDP-diacylglycerol synthase (Cds) encodes an enzyme for the synthesis of cytidine diphosphate diacylglycerol (CDP-DAG) from phosphatidic acid. CDP-DAG is the precursor of two phospholipids, phosphatidylinositol and phosphatidylglycerol. The product of Cds has roles in cell growth and lipid storage."
Q9VRE6,FBgn0288700,stg1,stargazin-like protein,X,21093844..21111417(1),FBtr0481676,FBpp0428452,FlyBase Gene Snapshot,stargazin-like protein (stg1) encodes a channel regulator that modulates both AMPA receptor activity and glutamatergic synaptic transmission.
Q9VTG6,FBgn0036143,CG14142,N/A,3L,11173514..11176892(1),"FBtr0300349, FBtr0300347, FBtr0300348","FBpp0289576, FBpp0289577, FBpp0289578",Alliance,Predicted to enable Lys48-specific deubiquitinase activity. Predicted to be involved in protein K48-linked deubiquitination. Orthologous to several human genes including MINDY4B (MINDY family member 4B).
Q9VPD8,FBgn0037005,CG5078,N/A,3L,20506032..20507375(1),FBtr0078208,FBpp0077866,Alliance,Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Predicted to be located in membrane. Orthologous to human MFSD14A (major facilitator superfamily domain containing 14A) and MFSD14B (major facilitator superfamily domain containing 14B).
M9PER1,FBgn0035850,Atg18a,Autophagy-related 18a,3L,8186857..8191118(1),"FBtr0076692, FBtr0076691, FBtr0076693, FBtr0321320, FBtr0321319, FBtr0321321, FBtr0346547","FBpp0312165, FBpp0076416, FBpp0302864, FBpp0302862, FBpp0302863, FBpp0076415, FBpp0076414",FlyBase Gene Snapshot,Autophagy-related 18a (Atg18a) encodes a protein that regulates autophagy by participating in isolation membrane elongation around cytoplasmic cargoes.
Q9V3N1,FBgn0028990,Spn27A,Serpin 27A,2L,6671065..6673347(-1),"FBtr0079321, FBtr0333351","FBpp0078950, FBpp0305543",FlyBase Gene Snapshot,Serpin 27A (Spn27A) encodes a hemolymphatic serpin that negatively regulates a serine protease involved in the melanization cascade. It also inhibits the serine protease encoded by ea in dorsoventral patterning of the early embryo.
Q9Y0Y2,FBgn0027493,Adss,Adenylosuccinate synthetase,3R,20824667..20830580(-1),FBtr0083991,FBpp0083395,FlyBase Gene Snapshot,Adenylosuccinate Synthetase (AdSS) encodes a protein involved in purine nucleotide biosynthesis and neurogenesis.
Q9VCE0,FBgn0026576,Pisd,Phosphatidylserine decarboxylase,3R,24050783..24053592(1),"FBtr0084538, FBtr0084536, FBtr0084537","FBpp0083922, FBpp0083923, FBpp0083921",Alliance,Predicted to enable phosphatidylserine decarboxylase activity. Predicted to be involved in phosphatidylethanolamine biosynthetic process. Predicted to be active in mitochondrion. Is expressed in adult head and organism. Used to study retinal disease. Orthologous to human PISD (phosphatidylserine decarboxylase).
Q9VGQ5,FBgn0051388,CG31388,N/A,3R,11237815..11240114(1),"FBtr0304709, FBtr0082356","FBpp0293252, FBpp0081832",Alliance,"Predicted to enable DNA-binding transcription repressor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be located in nucleus. Is expressed in organism. Orthologous to human ZNF707 (zinc finger protein 707) and ZNF746 (zinc finger protein 746)."
Q9W041,FBgn0035316,CG15878,N/A,3L,2210873..2212503(-1),FBtr0072911,FBpp0072789,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG15878 (FBgn0035316). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:2210873..2212503. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed at stages throughout the pupal period, in adult male stages.  "
Q9W4W7,FBgn0024993,Lint-O,L(3)mbt interactor in ovarian somatic cells,X,2698701..2701033(1),"FBtr0070478, FBtr0345709","FBpp0311753, FBpp0070456",Alliance,"Predicted to enable chromatin binding activity and histone binding activity. Predicted to be involved in negative regulation of DNA-templated transcription. Predicted to be active in nucleus. Is expressed in several structures, including anterior endoderm anlage; extended germ band embryo; and germ layer. Orthologous to human SAMD1 (sterile alpha motif domain containing 1) and SAMD13 (sterile alpha motif domain containing 13)."
A1A708,FBgn0039563,CG4951,N/A,3R,27952051..27954112(-1),"FBtr0085265, FBtr0113298","FBpp0084634, FBpp0112210",Alliance,"Is expressed in several structures, including anterior endoderm anlage; embryonic Malpighian tubule; extended germ band embryo; germ layer; and gut section."
M9PDX2,FBgn0031306,CG4577,N/A,2L,1134693..1141156(1),"FBtr0077957, FBtr0332271","FBpp0077622, FBpp0304560",Alliance,Is expressed in adult head.
Q9W0N8,FBgn0035154,hiro,highroad,3L,685942..687958(-1),FBtr0072609,FBpp0072505,Alliance,Enables serine hydrolase activity. Predicted to be involved in proteolysis. Is expressed in embryonic/larval tracheal dorsal trunk and organism. Orthologous to human SCPEP1 (serine carboxypeptidase 1).
Q9VXT0,FBgn0030660,CG8097,N/A,X,15583159..15585249(1),"FBtr0340344, FBtr0074047","FBpp0309303, FBpp0073863",Alliance,Predicted to enable tRNA binding activity. Predicted to be involved in tRNA C3-cytosine methylation. Is expressed in wing hinge primordium and wing pouch. Human ortholog(s) of this gene implicated in developmental and epileptic encephalopathy 86. Orthologous to human DALRD3 (DALR anticodon binding domain containing 3).
Q9VGJ3,FBgn0037939,CG14718,N/A,3R,11700614..11702720(1),FBtr0082426,FBpp0081902,Alliance,Predicted to enable mRNA binding activity and transcription coregulator activity. Predicted to be involved in regulation of DNA-templated transcription. Predicted to be active in nucleus. Human ortholog(s) of this gene implicated in connective tissue cancer (multiple); essential tremor 4; and neurodegenerative disease (multiple). Orthologous to human FUS (FUS RNA binding protein) and TAF15 (TATA-box binding protein associated factor 15).
Q9VUN7,FBgn0036500,CG7275,N/A,3L,15498959..15500561(1),FBtr0075547,FBpp0075302,Alliance,"Predicted to be involved in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA). Predicted to be part of small-subunit processome. Predicted to be active in nucleolus. Is expressed in adult head and organism. Orthologous to human DCAF13 (DDB1 and CUL4 associated factor 13)."
Q7KVB0,FBgn0053230,CG33230,N/A,3L,1618414..1620397(1),FBtr0072757,FBpp0072640,Alliance,Predicted to enable protein-lysine N-methyltransferase activity. Predicted to be involved in peptidyl-lysine monomethylation and peptidyl-lysine trimethylation. Orthologous to human SETD4 (SET domain containing 4).
P61857,FBgn0003889,betaTub85D,beta-Tubulin at 85D,3R,9408383..9410282(-1),FBtr0082046,FBpp0081524,UniProtKB,"Tubulin is the major constituent of microtubules, a cylinder consisting of laterally associated linear protofilaments composed of alpha- and beta-tubulin heterodimers. Microtubules grow by the addition of GTP-tubulin dimers to the microtubule end, where a stabilizing cap forms. Below the cap, tubulin dimers are in GDP-bound state, owing to GTPase activity of alpha-tubulin. (UniProtKB:P61857)"
Q9VGV6,FBgn0037845,CG14694,N/A,3R,10858202..10859813(-1),FBtr0082298,FBpp0081774,Alliance,"Predicted to enable thiamine transmembrane transporter activity. Predicted to be involved in transmembrane transport. Predicted to be located in membrane. Predicted to be active in plasma membrane. Human ortholog(s) of this gene implicated in several diseases, including biotin-responsive basal ganglia disease; cleft lip; dextro-looped transposition of the great arteries; megaloblastic anemia; and thiamine-responsive megaloblastic anemia syndrome. Orthologous to several human genes including SLC19A1 (solute carrier family 19 member 1) and SLC19A2 (solute carrier family 19 member 2)."
Q9VEE9,FBgn0038552,Alg1,"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase",3R,17809401..17811134(-1),FBtr0083523,FBpp0082947,Alliance,Predicted to enable mannosyltransferase activity. Predicted to be involved in protein glycosylation. Predicted to be active in endoplasmic reticulum. Is expressed in adult head. Human ortholog(s) of this gene implicated in congenital disorder of glycosylation Ik. Orthologous to several human genes including ALG1 (ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase).
Q9VP68,FBgn0037057,CG10512,N/A,3L,21202920..21208092(1),"FBtr0078297, FBtr0078300, FBtr0078299, FBtr0078298","FBpp0077955, FBpp0077957, FBpp0077956, FBpp0077954",Alliance,Predicted to enable oxidoreductase activity. Is expressed in adult brain; adult brain cell body rind; adult head; and yolk nucleus.
B7YZX2,FBgn0032706,Irk3,Inwardly rectifying potassium channel 3,2L,18711071..18713748(-1),"FBtr0343114, FBtr0081125, FBtr0343113","FBpp0309812, FBpp0080669, FBpp0309813",FlyBase Gene Snapshot,Inwardly rectifying potassium channel 3 (Irk3) encodes a protein involved in wing disc development.
P18931,FBgn0262952,mt:ND4,mitochondrial NADH-ubiquinone oxidoreductase chain 4,Mito,8207..9545(-1),FBtr0433500,FBpp0390632,UniProtKB,Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity). (UniProtKB:P18931)
Q7JUX9,FBgn0034351,rswl,roswell,2R,18451284..18452736(1),FBtr0086696,FBpp0085875,UniProtKB,May function in mitochondrial tRNA maturation. (UniProtKB:Q7JUX9)
A0A0B4KGP4,FBgn0039089,beat-IV,beaten path IV,3R,23557412..23580077(1),"FBtr0332427, FBtr0084433","FBpp0083825, FBpp0304700",Alliance,Predicted to be involved in heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules. Is expressed in adult head.
Q9VKF2,FBgn0032377,CG14937,N/A,2L,11792412..11794086(-1),FBtr0080264,FBpp0079848,Alliance,"Predicted to be involved in SCF-dependent proteasomal ubiquitin-dependent protein catabolic process. Predicted to be part of SCF ubiquitin ligase complex. Is expressed in several structures, including ectoderm; extended germ band embryo; and larval ventral nerve cord."
Q24318,FBgn0011763,Dp,DP transcription factor,2R,13222433..13228202(1),"FBtr0333149, FBtr0087740, FBtr0087741","FBpp0086853, FBpp0305354, FBpp0086854",FlyBase Gene Snapshot,DP transcription factor (Dp) encodes a member of the DREAM complex and the common subunit of the two Drosophila heterodimeric E2F transcription factors. It is regulated by the product of Rbf and the Cyclin dependent kinases and controls the transcription of genes necessary for cell cycle progression.
Q9VPA2,FBgn0037031,CG11456,N/A,3L,20841987..20844340(1),"FBtr0333371, FBtr0078264, FBtr0300873","FBpp0077922, FBpp0305563, FBpp0290095",Alliance,"Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be active in nucleus. Is expressed in several structures, including embryonic brain; extended germ band embryo; germline cell; gonad; and larval ventral nerve cord."
Q9VMH4,FBgn0031779,CG9175,N/A,2L,6096698..6098966(-1),"FBtr0079211, FBtr0079212","FBpp0078842, FBpp0078843",Alliance,"Predicted to enable GTPase activator activity. Involved in cell morphogenesis and protein secretion. Located in endoplasmic reticulum. Is expressed in several structures, including adult head; gut section; hindgut proper primordium; larval ventral nerve cord; and proventriculus primordium. Orthologous to human PREB (prolactin regulatory element binding)."
M9NE98,FBgn0036460,CG5114,N/A,3L,14982835..14984486(1),"FBtr0075624, FBtr0309064","FBpp0075377, FBpp0301081",Alliance,"Is expressed in several structures, including embryonic/larval fat body; embryonic/larval lymph gland; extended germ band embryo; germ layer; and gut section. Orthologous to human AAMP (angio associated migratory cell protein)."
A8JR58,FBgn0038842,hdly,hadley,3R,20914296..20929213(1),"FBtr0113257, FBtr0083979, FBtr0334919","FBpp0112169, FBpp0306939, FBpp0083383",Alliance,"Involved in negative regulation of female receptivity, post-mating. Is expressed in adult heart."
Q9W478,FBgn0029804,CG3097,N/A,X,5765855..5770780(-1),FBtr0070836,FBpp0070801,Alliance,"Predicted to enable metallocarboxypeptidase activity. Predicted to be involved in proteolysis. Predicted to be active in extracellular space. Is expressed in several structures, including ectoderm; ectoderm anlage; embryonic epidermis; extended germ band embryo; and presumptive embryonic/larval digestive system. Human ortholog(s) of this gene implicated in familial febrile seizures 11 and familial temporal lobe epilepsy 5. Orthologous to human CPA6 (carboxypeptidase A6)."
Q9VYZ3,FBgn0030296,CG15196,N/A,X,11409947..11411667(1),"FBtr0300849, FBtr0309222","FBpp0290073, FBpp0301161",FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG15196 (FBgn0030296). It is a protein_coding_gene from Dmel. Gene sequence location is X:11409947..11411667. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed in adult male stages.  
Q8SYG2,FBgn0027055,CSN3,COP9 signalosome subunit 3,3L,20839096..20841576(-1),FBtr0078269,FBpp0077927,FlyBase Gene Snapshot,COP9 signalosome subunit 3 (CSN3) encodes the subunit 3 of the COP9 signalosome (CSN) and is essential for the stability of the complex. The CSN plays a central role in the regulation of E3-cullin RING ubiquitin ligases.
Q9W2F1,FBgn0034642,CG15674,N/A,2R,21632007..21634362(1),"FBtr0071659, FBtr0342954","FBpp0309726, FBpp0071576",FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG15674 (FBgn0034642). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:21632007..21634362. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed during late pupal stages.  
Q9VQR0,FBgn0031538,CG3246,N/A,2L,3460322..3461952(-1),FBtr0077572,FBpp0077261,Alliance,Predicted to enable lipid binding activity. Is expressed in adult head; amnioserosa; embryonic/larval fat body; organism; and yolk nucleus.
P05812,FBgn0001227,Hsp67Ba,Heat shock gene 67Ba,3L,9377802..9379534(-1),FBtr0076495,FBpp0076223,Alliance,Predicted to enable unfolded protein binding activity. Involved in response to heat. Predicted to be active in cytoplasm and nucleus. Is expressed in spermatozoon. Human ortholog(s) of this gene implicated in cataract 9 multiple types. Orthologous to human CRYAA (crystallin alpha A).
Q9VUS8,FBgn0004592,Eig71Ee,Ecdysone-induced gene 71Ee,3L,15654472..15656010(-1),FBtr0075585,FBpp0075338,FlyBase Gene Snapshot,"Ecdysone-induced gene 71Ee (Eig71Ee) encodes a protein of unknown function. It is expressed in larvae in both salivary glue and the hemolymph clot, where it is a substrate of the product of Tg."
