Protein_ID,MD5_Digest,Length,Analysis,Signature_Accession,Signature_Description,Start,Stop,Score,Status,Date,InterPro_Accession,InterPro_Description,GO_Annotations,Pathway_Annotations
Q95RI2,d02bd5e921ee649d567fc7940964bc06,306,Pfam,PF08609,Nucleotide exchange factor Fes1,13,94,3.90E-09,T,12/5/2026,IPR013918,Nucleotide exchange factor Fes1,-,-
Q7K480,d934bf1c9aab2b1bc8cebf20773b71ef,1367,Pfam,PF06859,Bicoid-interacting protein 3 (Bin3),1004,1112,8.70E-37,T,12/5/2026,IPR010675,"RNA methyltransferase bin3, C-terminal",-,-
Q9VYX7,d5449799876422e9aa5ce14a97cbfbe2,203,Pfam,PF01510,N-acetylmuramoyl-L-alanine amidase,59,186,1.70E-18,T,12/5/2026,IPR002502,N-acetylmuramoyl-L-alanine amidase domain,-,-
Q9VRP2,07875ac54f052c8b2484f0b03967f294,391,Pfam,PF00557,Metallopeptidase family M24,20,226,3.10E-14,T,12/5/2026,IPR000994,Peptidase M24,-,-
Q9VE58,2c134110052af145c21fef25cdfd483a,302,Pfam,PF00069,Protein kinase domain,28,291,1.40E-55,T,12/5/2026,IPR000719,Protein kinase domain,-,-
A1ZAG4,5836d6ac1f992c72c27c92aaff11814e,359,Pfam,PF18084,ARTD15 N-terminal domain,54,132,7.90E-15,T,12/5/2026,IPR041400,PARP16 N-terminal domain,-,-
P61209,11c98ea5641a619318fa4fd02bc06bb2,182,Pfam,PF00025,ADP-ribosylation factor family,6,176,1.80E-77,T,12/5/2026,IPR006689,"Small GTPase superfamily, ARF/SAR type",-,-
Q9W4U2,cdda069e9d9aa92b0062270fae9a6fc3,249,Pfam,PF13561,Enoyl-(Acyl carrier protein) reductase,15,248,2.40E-56,T,12/5/2026,IPR002347,Short-chain dehydrogenase/reductase SDR,-,-
Q9VFX6,e38a6e086f1045b243e25bf9d4965645,654,Pfam,PF00566,Rab-GTPase-TBC domain,291,369,1.60E-05,T,12/5/2026,IPR000195,Rab-GAP-TBC domain,-,-
Q9VFX6,e38a6e086f1045b243e25bf9d4965645,654,Pfam,PF00566,Rab-GTPase-TBC domain,89,220,6.50E-10,T,12/5/2026,IPR000195,Rab-GAP-TBC domain,-,-
Q7KUB3,3af7c511954c0c5e3109b4b32c70ee87,1616,Pfam,PF01683,EB module,75,131,1.70E-04,T,12/5/2026,IPR006149,EB domain,-,-
Q7KUB3,3af7c511954c0c5e3109b4b32c70ee87,1616,Pfam,PF00057,Low-density lipoprotein receptor domain class A,1492,1524,0.0024,T,12/5/2026,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,-,-
Q7KUB3,3af7c511954c0c5e3109b4b32c70ee87,1616,Pfam,PF00057,Low-density lipoprotein receptor domain class A,1404,1437,4.00E-05,T,12/5/2026,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,-,-
Q7KUB3,3af7c511954c0c5e3109b4b32c70ee87,1616,Pfam,PF00057,Low-density lipoprotein receptor domain class A,1446,1483,0.0013,T,12/5/2026,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,-,-
M9PGC5,b997de3ec29401ffa3d02137b01d8f34,2462,Pfam,PF12202,Oxidative-stress-responsive kinase 1 C-terminal domain,754,816,6.50E-20,T,12/5/2026,IPR024678,"Serine/threonine-protein kinase OSR1/WNK, CCT domain",-,-
M9PGC5,b997de3ec29401ffa3d02137b01d8f34,2462,Pfam,PF00069,Protein kinase domain,472,729,1.20E-50,T,12/5/2026,IPR000719,Protein kinase domain,-,-
M9PGC5,b997de3ec29401ffa3d02137b01d8f34,2462,Pfam,PF24889,WNK CCTL2 domain,1462,1535,4.10E-27,T,12/5/2026,IPR056865,"Serine/threonine-protein kinase WNK, CCTL2 domain",-,-
Q9VVA0,f5223db465788751542e616517373054,143,Pfam,PF00313,'Cold-shock' DNA-binding domain,56,119,1.40E-08,T,12/5/2026,IPR002059,"Cold-shock protein Csp, DNA-binding",-,-
P07487,77b41327d5747c180ed8cfa6963ebaf8,332,Pfam,PF00044,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain",3,101,2.20E-33,T,12/5/2026,IPR020828,"Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain",-,-
P07487,77b41327d5747c180ed8cfa6963ebaf8,332,Pfam,PF02800,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",154,311,6.20E-65,T,12/5/2026,IPR020829,"Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain",-,-
Q9VBD0,c91696d12ae0d72c4bd8652e1ca16d7d,283,Pfam,PF03103,Domain of unknown function (DUF243),88,184,1.50E-28,T,12/5/2026,IPR004145,Domain of unknown function DUF243,-,-
Q9VHV9,6c9b51a50a57ffe003ae79c56ce43811,536,Pfam,PF01425,Amidase,65,513,9.40E-76,T,12/5/2026,IPR023631,Amidase signature domain,-,-
Q9VD17,22f4079fbfb0b751bc1c21826d254210,342,Pfam,PF16027,Domain of unknown function (DUF4786),161,338,8.80E-46,T,12/5/2026,IPR031983,Protein of unknown function DUF4786,-,-
Q9VUC7,f1752df9d125ecaaf87b6e521418cf97,1006,Pfam,PF00004,ATPase family associated with various cellular activities (AAA),480,605,2.70E-09,T,12/5/2026,IPR003959,"ATPase, AAA-type, core",-,-
Q9VUC7,f1752df9d125ecaaf87b6e521418cf97,1006,Pfam,PF00004,ATPase family associated with various cellular activities (AAA),757,886,3.60E-39,T,12/5/2026,IPR003959,"ATPase, AAA-type, core",-,-
Q9VUC7,f1752df9d125ecaaf87b6e521418cf97,1006,Pfam,PF17862,AAA+ lid domain,910,947,6.60E-05,T,12/5/2026,IPR041569,"AAA ATPase, AAA+ lid domain",-,-
Q9VUC7,f1752df9d125ecaaf87b6e521418cf97,1006,Pfam,PF09262,"Peroxisome biogenesis factor 1, N-terminal",94,168,1.30E-20,T,12/5/2026,IPR015342,"Peroxisomal ATPase PEX1, N-terminal C-lobe",-,-
Q9VX38,2a0cfcbdded83d049bd4cd405b56140c,332,Pfam,PF28348,Coiled-coil domain-containing protein 137,31,328,9.10E-22,T,12/5/2026,IPR026680,Coiled-coil domain-containing protein 137,-,-
Q9W5X6,54d605138ac28e802cdf493751b71b17,210,Pfam,PF16089,Domain of unknown function (DUF4818),32,147,4.60E-31,T,12/5/2026,IPR032145,Protein of unknown function DUF4818,-,-
Q8SYH1,4fb1347241622865ea53cd194b98af7c,238,Pfam,PF04161,Arv1-like family,8,195,5.10E-40,T,12/5/2026,IPR007290,Arv1 protein,-,-
Q8SZA8,253bc47a200e499a37816cce7bf15484,152,Pfam,PF00111,2Fe-2S iron-sulfur cluster binding domain,47,130,0.29,T,12/5/2026,IPR001041,2Fe-2S ferredoxin-type iron-sulfur binding domain,-,-
A1Z6M0,18c218fb7c831741d2237baf9469f7ef,1688,Pfam,PF01388,ARID/BRIGHT DNA binding domain,66,152,1.70E-19,T,12/5/2026,IPR001606,ARID DNA-binding domain,-,-
A1Z6M0,18c218fb7c831741d2237baf9469f7ef,1688,Pfam,PF02257,RFX DNA-binding domain,678,736,0.0085,T,12/5/2026,IPR003150,DNA-binding RFX-type winged-helix domain,-,-
Q9VRR2,a43fb24f5fc8298a8f3ec8aaf70f9203,671,Pfam,PF03124,EXS family,260,600,5.00E-107,T,12/5/2026,IPR004342,"EXS, C-terminal",-,-
Q9VRR2,a43fb24f5fc8298a8f3ec8aaf70f9203,671,Pfam,PF03105,SPX domain,114,162,2.10E-10,T,12/5/2026,IPR004331,SPX domain,-,-
Q9VRR2,a43fb24f5fc8298a8f3ec8aaf70f9203,671,Pfam,PF03105,SPX domain,48,95,2.40E-04,T,12/5/2026,IPR004331,SPX domain,-,-
Q9VRR2,a43fb24f5fc8298a8f3ec8aaf70f9203,671,Pfam,PF03105,SPX domain,1,34,5.90E-04,T,12/5/2026,IPR004331,SPX domain,-,-
Q24039,2baba64aa8981b3f2c5dd7648c2929fd,213,Pfam,PF02312,Core binding factor beta subunit,37,184,2.20E-69,T,12/5/2026,IPR003417,"Core-binding factor, beta subunit",-,-
Q9VSD6,5345dea3051aa79068ab0eb417383847,1049,Pfam,PF03810,Importin-beta N-terminal domain,24,102,8.30E-15,T,12/5/2026,IPR001494,"Importin-beta, N-terminal domain",-,-
Q9VSD6,5345dea3051aa79068ab0eb417383847,1049,Pfam,PF25758,"Importin-11-like, TPR repeats",609,885,1.20E-12,T,12/5/2026,IPR058669,"Importin-7/11-like, TPR repeats",-,-
Q9VSD6,5345dea3051aa79068ab0eb417383847,1049,Pfam,PF08506,Cse1,202,442,2.40E-06,T,12/5/2026,IPR013713,"Exportin-2, central domain",-,-
Q9VW34,09c3f9ff52bb607561a33d62dc927ce3,541,Pfam,PF01607,Chitin binding Peritrophin-A domain,64,105,1.40E-06,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q9VW34,09c3f9ff52bb607561a33d62dc927ce3,541,Pfam,PF01522,Polysaccharide deacetylase,202,313,4.40E-04,T,12/5/2026,IPR002509,NodB homology domain,-,-
Q9VW34,09c3f9ff52bb607561a33d62dc927ce3,541,Pfam,PF00057,Low-density lipoprotein receptor domain class A,125,159,1.80E-05,T,12/5/2026,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,-,-
Q6AWJ9,8515d54d12769173de0315604c8b2ff7,1033,Pfam,PF13927,Immunoglobulin domain,31,99,6.50E-07,T,12/5/2026,-,-,-,-
Q6AWJ9,8515d54d12769173de0315604c8b2ff7,1033,Pfam,PF07714,Protein tyrosine and serine/threonine kinase,775,1022,4.70E-58,T,12/5/2026,IPR001245,"Serine-threonine/tyrosine-protein kinase, catalytic domain",-,-
Q6AWJ9,8515d54d12769173de0315604c8b2ff7,1033,Pfam,PF07679,Immunoglobulin I-set domain,468,559,1.50E-12,T,12/5/2026,IPR013098,Immunoglobulin I-set,-,-
Q6AWJ9,8515d54d12769173de0315604c8b2ff7,1033,Pfam,PF07679,Immunoglobulin I-set domain,395,464,4.90E-11,T,12/5/2026,IPR013098,Immunoglobulin I-set,-,-
Q6AWJ9,8515d54d12769173de0315604c8b2ff7,1033,Pfam,PF07679,Immunoglobulin I-set domain,133,198,2.00E-04,T,12/5/2026,IPR013098,Immunoglobulin I-set,-,-
A1Z856,0332b0add46858ef65cacd5537ecdd9b,993,Pfam,PF00520,Ion transport protein,73,304,1.60E-30,T,12/5/2026,IPR005821,Ion transport domain,-,-
A1Z856,0332b0add46858ef65cacd5537ecdd9b,993,Pfam,PF03520,KCNQ voltage-gated potassium channel,613,719,5.50E-29,T,12/5/2026,IPR013821,"Potassium channel, voltage dependent, KCNQ, C-terminal",-,-
Q9VR35,a7739ff148e335d397268580b1656ec8,653,Pfam,PF00013,KH domain,231,294,0.0071,T,12/5/2026,IPR004088,"K Homology domain, type 1",-,-
Q4V6H2,638621dd45e7b700a1676f41a11b52f6,193,Pfam,PF00255,Glutathione peroxidase,40,148,1.00E-25,T,12/5/2026,IPR000889,Glutathione peroxidase,-,-
Q8IN35,5fdb710d9b0107a74764eaa81f3aca3c,758,Pfam,PF00001,7 transmembrane receptor (rhodopsin family),225,495,1.50E-56,T,12/5/2026,IPR000276,"G protein-coupled receptor, rhodopsin-like",-,-
P35220,d24351c38736dcf12bf4e9a69d062146,917,Pfam,PF01044,Vinculin family,26,877,0,T,12/5/2026,IPR006077,Vinculin/alpha-catenin,-,-
Q9VRV6,32079a9ce8d26dbeb4138b8733f6f818,662,Pfam,PF07776,Zinc-finger associated domain (zf-AD),11,81,7.00E-07,T,12/5/2026,IPR012934,"Zinc finger, AD-type",-,-
Q9VRV6,32079a9ce8d26dbeb4138b8733f6f818,662,Pfam,PF13912,C2H2-type zinc finger,294,314,240,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9VRV6,32079a9ce8d26dbeb4138b8733f6f818,662,Pfam,PF00096,"Zinc finger, C2H2 type",589,611,3,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9VRV6,32079a9ce8d26dbeb4138b8733f6f818,662,Pfam,PF00096,"Zinc finger, C2H2 type",321,343,1.6,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
A1Z9G3,9332e48fab315867173a2f9311e68ce7,549,Pfam,PF02789,"Cytosol aminopeptidase family, N-terminal domain",64,195,4.20E-19,T,12/5/2026,IPR008283,"Peptidase M17, leucyl aminopeptidase, N-terminal",-,-
A1Z9G3,9332e48fab315867173a2f9311e68ce7,549,Pfam,PF00883,"Cytosol aminopeptidase family, catalytic domain",226,537,1.60E-89,T,12/5/2026,IPR000819,"Peptidase M17, leucyl aminopeptidase, C-terminal",-,-
Q9W2K3,fd985c02bada4ec30b8a6ed76bc624fc,315,Pfam,PF02944,BESS motif,264,298,2.70E-04,T,12/5/2026,IPR004210,BESS motif,-,-
Q9W2K3,fd985c02bada4ec30b8a6ed76bc624fc,315,Pfam,PF10545,Alcohol dehydrogenase transcription factor Myb/SANT-like,15,95,3.40E-15,T,12/5/2026,IPR006578,MADF domain,-,-
Q9V3J8,bba31ef4ee3304320e64e714e0c768c5,361,Pfam,PF25175,WDR5 beta-propeller domain,67,358,1.60E-152,T,12/5/2026,IPR059122,"WDR5-like, beta-propeller domain",-,-
Q7PL95,5dc2362a6b84b8b9d9c63a3113afcb5d,468,Pfam,PF00046,Homeodomain,254,310,1.00E-16,T,12/5/2026,IPR001356,Homeodomain,-,-
Q9VZ93,a8bbba2635ae0f1d5a32b2b0a7b9f23d,311,Pfam,PF00153,Mitochondrial carrier protein,110,203,3.40E-16,T,12/5/2026,IPR018108,"Mitochondrial carrier protein, transmembrane region",-,-
Q9VZ93,a8bbba2635ae0f1d5a32b2b0a7b9f23d,311,Pfam,PF00153,Mitochondrial carrier protein,13,101,3.00E-19,T,12/5/2026,IPR018108,"Mitochondrial carrier protein, transmembrane region",-,-
Q9VZ93,a8bbba2635ae0f1d5a32b2b0a7b9f23d,311,Pfam,PF00153,Mitochondrial carrier protein,210,300,1.70E-16,T,12/5/2026,IPR018108,"Mitochondrial carrier protein, transmembrane region",-,-
Q9VFV2,104d9aac1858881c0a1d29d8487db747,435,Pfam,PF03022,Major royal jelly protein,141,434,2.00E-99,T,12/5/2026,IPR017996,Major royal jelly/yellow-related,-,-
Q9W0Q3,9b2a9ac79786444a20a1c4bdc5aa7a0c,302,Pfam,PF10157,BLOC-1-related complex sub-unit 6 C-terminal helix,200,299,2.80E-25,T,12/5/2026,IPR046465,"BLOC-1-related complex subunit 6, C-terminal helix",-,-
Q7KR04,cda2fb03d73ec1a07821e7491861c8ae,130,Pfam,PF00410,Ribosomal protein S8,6,128,1.60E-17,T,12/5/2026,IPR000630,Small ribosomal subunit protein uS8,-,-
Q9V3J1,346db55e9e4058481676c6c9c1199730,468,Pfam,PF03224,V-ATPase subunit H,20,321,1.00E-98,T,12/5/2026,IPR004908,"ATPase, V1 complex, subunit H",-,-
Q9V3J1,346db55e9e4058481676c6c9c1199730,468,Pfam,PF11698,V-ATPase subunit H,328,443,8.30E-44,T,12/5/2026,IPR011987,"ATPase, V1 complex, subunit H, C-terminal",-,-
Q9W196,2abacf4c1a3e968b9562e382ea2f2cf3,1122,Pfam,PF00632,HECT-domain (ubiquitin-transferase),820,1122,1.90E-95,T,12/5/2026,IPR000569,HECT domain,-,-
Q9Y113,0694b358bc71b570a32c0f99dc9360d3,594,Pfam,PF06209,Cofactor of BRCA1 (COBRA1),116,461,5.00E-186,T,12/5/2026,IPR010405,Cofactor of BRCA1,-,-
Q9VCB1,c4b87ff5e48eba3ce04340d6f5323ee2,364,Pfam,PF11232,Mediator complex subunit 25 PTOV activation and synapsin 2,42,188,5.80E-51,T,12/5/2026,IPR021394,"Mediator complex, subunit Med25, PTOV domain",-,-
Q9VCB1,c4b87ff5e48eba3ce04340d6f5323ee2,364,Pfam,PF11232,Mediator complex subunit 25 PTOV activation and synapsin 2,214,358,1.00E-44,T,12/5/2026,IPR021394,"Mediator complex, subunit Med25, PTOV domain",-,-
Q8I9B4,b76e35250dfeb407515134dd4289fcac,44,Pfam,PF02067,Metallothionein family 5,1,41,1.50E-11,T,12/5/2026,IPR000966,"Metallothionein, family 5, Diptera",-,-
Q9VR89,2b357890f0e62e9c31c6746363f3b0a7,240,Pfam,PF22891,Eukaryotic type KH-domain (KH-domain type I),150,233,6.30E-32,T,12/5/2026,IPR055211,"PNO1, second type I KH domain",-,-
Q8MSW9,2400e44f63b78bcf0191f6ccbf25d8ae,484,Pfam,PF00400,"WD domain, G-beta repeat",332,366,1.2,T,12/5/2026,IPR001680,WD40 repeat,-,-
Q8MSW9,2400e44f63b78bcf0191f6ccbf25d8ae,484,Pfam,PF00400,"WD domain, G-beta repeat",247,284,0.99,T,12/5/2026,IPR001680,WD40 repeat,-,-
Q8MSW9,2400e44f63b78bcf0191f6ccbf25d8ae,484,Pfam,PF00400,"WD domain, G-beta repeat",292,325,3.1,T,12/5/2026,IPR001680,WD40 repeat,-,-
Q8MSW9,2400e44f63b78bcf0191f6ccbf25d8ae,484,Pfam,PF00400,"WD domain, G-beta repeat",159,180,45,T,12/5/2026,IPR001680,WD40 repeat,-,-
Q8MSW9,2400e44f63b78bcf0191f6ccbf25d8ae,484,Pfam,PF00400,"WD domain, G-beta repeat",389,415,3.6,T,12/5/2026,IPR001680,WD40 repeat,-,-
A0A0B4LF16,965f3b3fcca95005a89a561bd7d00ad3,452,Pfam,PF01529,DHHC palmitoyltransferase,128,261,8.90E-34,T,12/5/2026,IPR001594,"Palmitoyltransferase, DHHC domain",-,-
Q9VM59,fbf907286b722196dbf83e861fc1ae39,356,Pfam,PF00249,Myb-like DNA-binding domain,135,183,0.0023,T,12/5/2026,IPR001005,SANT/Myb domain,-,-
Q9VH20,9b4a379602ce673a23f47052d3aa0f00,872,Pfam,PF20645,"Rrn7/TAF1B, C-terminal cyclin domain",348,467,7.00E-07,T,12/5/2026,IPR048538,"Rrn7/TAF1B, C-terminal cyclin domain",-,-
Q9VH20,9b4a379602ce673a23f47052d3aa0f00,872,Pfam,PF11781,"Zinc-finger of RNA-polymerase I-specific TFIIB, Rrn7",11,39,2.00E-04,T,12/5/2026,IPR021752,"Transcription initiation factor Rrn7, Zinc-finger",-,-
Q9W3Q5,874b488dd39c66ce962b54081164bdfc,1268,Pfam,PF00250,Forkhead domain,699,782,3.90E-29,T,12/5/2026,IPR001766,Fork head domain,-,-
Q86LH1,fbee60d4d423fcb3332be897dc8a3fe6,485,Pfam,PF00858,Amiloride-sensitive sodium channel,22,471,2.80E-65,T,12/5/2026,IPR001873,Epithelial sodium channel,-,-
O77430,5b171fb8c53b7dc37f156d4c089bda5b,162,Pfam,PF03931,"Skp1 family, tetramerisation domain",2,66,5.20E-22,T,12/5/2026,IPR016073,"SKP1 component, POZ domain",-,-
O77430,5b171fb8c53b7dc37f156d4c089bda5b,162,Pfam,PF01466,"Skp1 family, dimerisation domain",112,159,6.00E-25,T,12/5/2026,IPR016072,"SKP1 component, dimerisation",-,-
Q9VL41,47cb64160bc48049180c3302526f3d2b,217,Pfam,PF00011,Hsp20/alpha crystallin family,85,177,1.50E-12,T,12/5/2026,IPR002068,Alpha crystallin/Hsp20 domain,-,-
Q9VG94,56ec677ca8ce6f3dab1c904ba4d30217,215,Pfam,PF02798,"Glutathione S-transferase, N-terminal domain",2,73,8.20E-10,T,12/5/2026,IPR004045,"Glutathione S-transferase, N-terminal",-,-
Q9VG94,56ec677ca8ce6f3dab1c904ba4d30217,215,Pfam,PF00043,"Glutathione S-transferase, C-terminal domain",108,185,2.00E-08,T,12/5/2026,IPR004046,"Glutathione S-transferase, C-terminal",-,-
Q9VXS8,c0d0c2e1556744647f3c2a806ec5dbcc,483,Pfam,PF00245,Alkaline phosphatase,67,466,4.40E-103,T,12/5/2026,IPR001952,Alkaline phosphatase,-,-
Q9VQ73,282fbe61cd52b0d51d0190f5ab2d0f5b,314,Pfam,PF03985,Paf1,157,217,1.20E-05,T,12/5/2026,IPR007133,RNA polymerase II associated factor Paf1,-,-
Q4V516,f7abe71c72bbe17ab4391a47038c5e47,897,Pfam,PF24667,Dynein regulatory complex subunit 7 MORN domain,461,730,1.40E-48,T,12/5/2026,IPR056291,"Dynein regulatory complex subunit 7, MORN domain",-,-
Q4V516,f7abe71c72bbe17ab4391a47038c5e47,897,Pfam,PF24671,Dynein regulatory complex subunit 7 C-terminal,777,882,2.60E-06,T,12/5/2026,IPR056292,"Dynein regulatory complex subunit 7, C-terminal",-,-
Q4V516,f7abe71c72bbe17ab4391a47038c5e47,897,Pfam,PF01841,Transglutaminase-like superfamily,158,229,0.064,T,12/5/2026,IPR002931,Transglutaminase-like,-,-
Q9VI74,2d35871ad1ac0efdfd4ef6936926c2f0,608,Pfam,PF04925,"SHQ1 protein, Shq1 domain",282,467,2.70E-34,T,12/5/2026,IPR007009,"Shq1, C-terminal domain",-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF12661,Human growth factor-like EGF,462,483,5.10E-04,T,12/5/2026,IPR013032,"EGF-like, conserved site",-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF21700,"Delta-like/Jagged, EGF-like domain",237,259,0.01,T,12/5/2026,-,-,-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF21700,"Delta-like/Jagged, EGF-like domain",267,292,1.30E-10,T,12/5/2026,-,-,-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF07657,N terminus of Notch ligand C2-like domain,23,182,5.80E-52,T,12/5/2026,IPR011651,"Notch ligand, N-terminal domain",-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF01414,Delta serrate ligand,184,228,3.20E-15,T,12/5/2026,IPR001774,Delta/Serrate/lag-2 (DSL) protein,-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF00008,EGF-like domain,533,562,3.00E-04,T,12/5/2026,IPR000742,EGF-like domain,-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF00008,EGF-like domain,295,326,2.70E-04,T,12/5/2026,IPR000742,EGF-like domain,-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF00008,EGF-like domain,495,524,0.0032,T,12/5/2026,IPR000742,EGF-like domain,-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF00008,EGF-like domain,378,414,0.19,T,12/5/2026,IPR000742,EGF-like domain,-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF00008,EGF-like domain,337,369,7.80E-05,T,12/5/2026,IPR000742,EGF-like domain,-,-
P10041,b3e984d4c399e9db113b0227208cf84a,833,Pfam,PF00008,EGF-like domain,422,448,0.021,T,12/5/2026,IPR000742,EGF-like domain,-,-
P81918,90cd5fcc812b488daea9add3e45b1cb0,403,Pfam,PF02949,7tm Odorant receptor,79,384,3.70E-68,T,12/5/2026,IPR004117,"Olfactory receptor, insect",-,-
A0A0B4KHF1,44e6eaafb3918212b5056be756fad09b,524,Pfam,PF13499,EF-hand domain pair,421,471,1.20E-05,T,12/5/2026,IPR002048,EF-hand domain,-,-
Q7JXU8,8f1483ae22fee22f59051a94631af1e0,378,Pfam,PF13855,Leucine rich repeat,71,128,3.50E-04,T,12/5/2026,IPR001611,Leucine-rich repeat,-,-
Q6NL44,72a56f10f60ec19fce79cf141ab9bc6f,478,Pfam,PF11470,TUG ubiquitin-like domain,10,71,2.50E-16,T,12/5/2026,IPR021569,TUG ubiquitin-like domain,-,-
Q6NL44,72a56f10f60ec19fce79cf141ab9bc6f,478,Pfam,PF00789,UBX domain,358,428,2.10E-05,T,12/5/2026,IPR001012,UBX domain,-,-
Q9V427,371f9f9aa24b99a80f5e9c6d30eab4e3,367,Pfam,PF00876,Innexin,20,352,2.30E-126,T,12/5/2026,IPR000990,Innexin,-,-
Q9VXT7,353eb31f15fccee384df971f65ea4197,332,Pfam,PF01112,Asparaginase,4,314,2.30E-89,T,12/5/2026,IPR000246,"Peptidase T2, asparaginase 2",-,-
Q9VFE8,cc9ba0c352c99efe63bfb67e6b8d1502,263,Pfam,PF05485,THAP domain,100,165,2.10E-07,T,12/5/2026,IPR006612,THAP-type zinc finger,-,-
Q9VFE8,cc9ba0c352c99efe63bfb67e6b8d1502,263,Pfam,PF05485,THAP domain,8,78,1.40E-08,T,12/5/2026,IPR006612,THAP-type zinc finger,-,-
Q7JZR2,009d87a43965e6dbf935690e3235a986,352,Pfam,PF02535,ZIP Zinc transporter,23,336,9.10E-58,T,12/5/2026,IPR003689,Zinc/iron permease,-,-
Q9VSN3,215254a5c77d5f4dd7ed4c0f471586e6,270,Pfam,PF00379,Insect cuticle protein,153,219,4.00E-13,T,12/5/2026,IPR000618,Insect cuticle protein,-,-
Q86BG1,4d954a2ace2b3b150987591216fb6c13,1069,Pfam,PF12796,Ankyrin repeats (3 copies),870,955,6.80E-16,T,12/5/2026,IPR002110,Ankyrin repeat,-,-
Q86BG1,4d954a2ace2b3b150987591216fb6c13,1069,Pfam,PF00018,SH3 domain,1003,1050,2.60E-07,T,12/5/2026,IPR001452,SH3 domain,-,-
Q9VH14,8ffb659f34e14ce3141bbdc9f2a77b48,210,Pfam,PF00965,Tissue inhibitor of metalloproteinase,26,197,1.10E-26,T,12/5/2026,IPR001820,Protease inhibitor I35 (TIMP),-,-
Q9VL52,77408c4a9bf8f59245a64e127c0a23f3,1476,Pfam,PF00567,Tudor domain,928,1043,1.90E-11,T,12/5/2026,IPR002999,Tudor domain,-,-
Q9VL52,77408c4a9bf8f59245a64e127c0a23f3,1476,Pfam,PF00567,Tudor domain,8,117,0.038,T,12/5/2026,IPR002999,Tudor domain,-,-
E1JHR0,b82096c2f1e0631de92851ed0d7d46fc,673,Pfam,PF01412,Putative GTPase activating protein for Arf,24,123,4.00E-21,T,12/5/2026,IPR001164,Arf GTPase activating protein,-,-
Q9VKH5,89802404eebc25ec40cbc49deb509651,282,Pfam,PF07898,Protein of unknown function (DUF1676),60,217,1.50E-25,T,12/5/2026,IPR012464,Protein of unknown function DUF1676,-,-
Q7JVI6,0fca5ef0b7be9ec37d3a532f09e291a6,226,Pfam,PF00043,"Glutathione S-transferase, C-terminal domain",132,192,0.013,T,12/5/2026,IPR004046,"Glutathione S-transferase, C-terminal",-,-
Q7JVI6,0fca5ef0b7be9ec37d3a532f09e291a6,226,Pfam,PF13417,"Glutathione S-transferase, N-terminal domain",6,83,3.20E-07,T,12/5/2026,IPR004045,"Glutathione S-transferase, N-terminal",-,-
Q7KTT0,3b6cf8fed0076cfbc704f342162e9801,783,Pfam,PF25015,"AKAP-17A-like, RNA-binding domain",79,300,1.00E-82,T,12/5/2026,-,-,-,-
D6W4U0,c880da572ed6246ac62de78724ac9a3e,764,Pfam,PF19272,Acid sphingomyelin phosphodiesterase C-terminal region,595,698,1.10E-05,T,12/5/2026,IPR045473,"Sphingomyelin phosphodiesterase, C-terminal domain",-,-
D6W4U0,c880da572ed6246ac62de78724ac9a3e,764,Pfam,PF00149,Calcineurin-like phosphoesterase,299,564,8.50E-12,T,12/5/2026,IPR004843,"Calcineurin-like, phosphoesterase domain",-,-
Q9VV46,3c963e3cd3b822bff0e36d57b59d53e0,429,Pfam,PF00379,Insect cuticle protein,38,95,2.90E-07,T,12/5/2026,IPR000618,Insect cuticle protein,-,-
P45437,33a7d1821115f57f3bddcd297f368214,964,Pfam,PF01602,Adaptin N terminal region,18,557,3.60E-127,T,12/5/2026,IPR002553,"Clathrin/coatomer adaptor, adaptin-like, N-terminal",-,-
P45437,33a7d1821115f57f3bddcd297f368214,964,Pfam,PF07718,Coatomer beta C-terminal region,678,819,4.10E-53,T,12/5/2026,IPR011710,"Coatomer beta subunit, C-terminal",-,-
